rank,category,modality,name,number,country,event_name,Qualification,Final,Semi-Final
7,Men AU2,Lead,Daniel NYGREN,66 •,SWE,IFSC - Paraclimbing World Championships (L) - Moscow 2021,6.32 (7),,
8,Men AU2,Lead,James RUDGE,32 •,GBR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,6.75 (8),,
1,Men RP1,Lead,Angelino ZELLER,1 •,AUT,IFSC - Paraclimbing World Championships (L) - Moscow 2021,1.41 (1),39+ (1),
2,Men RP1,Lead,Tanner CISLAW,67 •,USA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,3.0 (3),26+ (2),
3,Men RP1,Lead,Korbinian FRANCK,39 •,GER,IFSC - Paraclimbing World Championships (L) - Moscow 2021,1.41 (1),18+ (3),
4,Men RP1,Lead,Tim SCHAFFRINNA,37 •,GER,IFSC - Paraclimbing World Championships (L) - Moscow 2021,4.0 (4),16 (4),
5,Men RP1,Lead,Gian Matteo RAMINI,46 •,ITA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,5.24 (5),,
6,Men RP1,Lead,Mikhail SAPAROV,13 •,CFR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,7.42 (6),,
7,Men RP1,Lead,Laurence MORGAN,30 •,GBR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,7.94 (7),,
7,Men RP1,Lead,Mario PERSING,35 •,GER,IFSC - Paraclimbing World Championships (L) - Moscow 2021,7.94 (7),,
9,Men RP1,Lead,Ilgam MAKHMUTOV,14 •,CFR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,8.0 (9),,
10,Men RP1,Lead,Sebastian DEPKE,38 •,GER,IFSC - Paraclimbing World Championships (L) - Moscow 2021,8.12 (10),,
11,Men RP1,Lead,Dmitrii STIKHIN,9 •,CFR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,10.49 (11),,
1,Men RP2,Lead,Mor Michael SAPIR,45 •,ISR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,1.73 (1),TOP (1),
2,Men RP2,Lead,Benjamin MAYFORTH,73 •,USA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,3.0 (2),45 (2),
3,Men RP2,Lead,Bastien THOMAS,23 •,FRA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,3.0 (2),39+ (3),
4,Men RP2,Lead,Manikandan KUMAR,42 •,IND,IFSC - Paraclimbing World Championships (L) - Moscow 2021,3.0 (2),34+ (4),
5,Men RP2,Lead,Philipp HROZEK,36 •,GER,IFSC - Paraclimbing World Championships (L) - Moscow 2021,4.58 (5),,
6,Men RP2,Lead,Matej ARH,64 •,SLO,IFSC - Paraclimbing World Championships (L) - Moscow 2021,5.48 (6),,
7,Men RP2,Lead,Leorenz CAPILI,71 •,USA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,6.48 (7),,
8,Men RP2,Lead,Biman BISWAS,40 •,IND,IFSC - Paraclimbing World Championships (L) - Moscow 2021,8.0 (8),,
9,Men RP2,Lead,Takuya OKADA,54 •,JPN,IFSC - Paraclimbing World Championships (L) - Moscow 2021,9.0 (9),,
1,Men RP3,Lead,Romain PAGNOUX,24 •,FRA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,2.0 (1),27+ (1:41) (1),
2,Men RP3,Lead,Mathieu BESNARD,26 •,FRA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,2.0 (1),27+ (2:26) (2),
3,Men RP3,Lead,Iman EDRISI,43 •,IRI,IFSC - Paraclimbing World Championships (L) - Moscow 2021,2.0 (1),23+ (3),
4,Men RP3,Lead,Gregor SELAK,65 •,SLO,IFSC - Paraclimbing World Championships (L) - Moscow 2021,4.47 (4),14+ (4),
5,Men RP3,Lead,Nobuhiro YASURAOKA,50 •,JPN,IFSC - Paraclimbing World Championships (L) - Moscow 2021,5.29 (5),,
6,Men RP3,Lead,Behnam KHALAJI,44 •,IRI,IFSC - Paraclimbing World Championships (L) - Moscow 2021,5.92 (6),,
7,Men RP3,Lead,Micah WINKLE,72 •,USA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,6.0 (7),,
8,Men RP3,Lead,Timur ABDURASHITOV,12 •,CFR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,8.0 (8),,
9,Men RP3,Lead,Sergei IANKIN,10 •,CFR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,9.49 (9),,
9,Men RP3,Lead,Liviu - Nicolae MATEI,58 •,ROU,IFSC - Paraclimbing World Championships (L) - Moscow 2021,9.49 (9),,
1,Women RP1,Lead,Pavitra VANDENHOVEN,84 •,BEL,IFSC - Paraclimbing World Championships (L) - Moscow 2021,1.41 (1),37+ (1),
2,Women RP1,Lead,Eva MOL,107 •,NED,IFSC - Paraclimbing World Championships (L) - Moscow 2021,1.41 (1),34+ (2),
3,Women RP1,Lead,Marta PECHE SALINERO,90 •,ESP,IFSC - Paraclimbing World Championships (L) - Moscow 2021,3.0 (3),13+ (3),
4,Women RP1,Lead,Daria MOROZOVA,88 •,CFR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,4.24 (4),13+ (4),
5,Women RP1,Lead,Anastasiia KOMAR,86 •,CFR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,4.97 (5),,
6,Women RP1,Lead,Melissa RUIZ,116 •,USA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,6.2 (6),,
7,Women RP1,Lead,Andrea SÁNCHEZ APARICIO,89 •,ESP,IFSC - Paraclimbing World Championships (L) - Moscow 2021,6.93 (7),,
8,Women RP1,Lead,Daria MAIUK,87 •,CFR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,7.48 (8),,
9,Women RP1,Lead,Arielle RAUSIN,117 •,USA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,9.0 (9),,
1,Women RP2,Lead,Solenne PIRET,92 •,FRA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,1.22 (1),43+ (1),
2,Women RP2,Lead,Leanora VOLPE,95 •,GBR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,1.73 (2),39 (2),
3,Women RP2,Lead,Lucia CAPOVILLA,105 •,ITA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,3.0 (3),21 (3),
4,Women RP2,Lead,Dina EIVIK,108 •,NOR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,4.47 (4),17 (4),
5,Women RP2,Lead,Jasmin PLANK,82 •,AUT,IFSC - Paraclimbing World Championships (L) - Moscow 2021,4.47 (4),15 (5),
6,Women RP2,Lead,Isabella WALSH,96 •,GBR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,6.48 (6),,
6,Women RP2,Lead,Corinna WIMMER,100 •,GER,IFSC - Paraclimbing World Championships (L) - Moscow 2021,6.48 (6),,
8,Women RP2,Lead,Denise STYPULKOWSKI,118 •,USA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,8.0 (8),,
1,Women RP3,Lead,Lucie JARRIGE,91 •,FRA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,1.41 (1),TOP (1),
2,Women RP3,Lead,Martha EVANS,98 •,GBR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,2.24 (2),33+ (2),
3,Women RP3,Lead,Katharina RITT,83 •,AUT,IFSC - Paraclimbing World Championships (L) - Moscow 2021,3.74 (4),29+ (3),
4,Women RP3,Lead,Manca SMREKAR,114 •,SLO,IFSC - Paraclimbing World Championships (L) - Moscow 2021,2.65 (3),17 (4),
5,Women RP3,Lead,Anita AGGARWAL,93 •,GBR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,4.24 (5),,
6,Women RP3,Lead,Elisa MARTIN,103 •,ITA,IFSC - Paraclimbing World Championships (L) - Moscow 2021,5.48 (6),,
7,Women RP3,Lead,Tânia CHAVES,110 •,POR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,7.48 (7),,
8,Women RP3,Lead,Joanna NEWTON,94 •,GBR,IFSC - Paraclimbing World Championships (L) - Moscow 2021,7.94 (8),,
9,Women RP3,Lead,Jaqueline FRITZ,99 •,GER,IFSC - Paraclimbing World Championships (L) - Moscow 2021,9.0 (9),,
10,Women RP3,Lead,Yulduz MAKHMUDOVA,119 •,UZB,IFSC - Paraclimbing World Championships (L) - Moscow 2021,9.49 (10),,
11,Women RP3,Lead,Asel TURDIMURATOVA,120 •,UZB,IFSC - Paraclimbing World Championships (L) - Moscow 2021,11.0 (11),,
12,Women RP3,Lead,Masako WATANABE,106 •,JPN,IFSC - Paraclimbing World Championships (L) - Moscow 2021,12.0 (12),,
1,Men B1,Lead,Francisco Javier AGUILAR AMOEDO,7 •,ESP,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.73 (2),39+ (1),
2,Men B1,Lead,Razvan NEDU,24 •,ROU,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.22 (1),31+ (2),
3,Men B1,Lead,Alexandru BENCHEA,27 •,ROU,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.74 (3),22+ (3),
4,Men B1,Lead,Justen PROCTOR,35 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.87 (4),,
5,Men B1,Lead,Bill CASSON,36 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.18 (5),,
1,Men B2,Lead,Raul SIMON FRANCO,8 •,ESP,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.73 (2),37+ (1),
2,Men B2,Lead,Guillermo PELEGRÍN GÓMEZ,10 •,ESP,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.22 (1),27 (2),
3,Men B2,Lead,Valentin-laurentiu MOISE,25 •,ROU,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.0 (3),23 (3),
4,Men B2,Lead,Christoph POHLMANN,15 •,GER,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.0 (4),,
1,Men B3,Lead,Cosmin Florin CANDOI,26 •,ROU,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.0 (1),TOP (1),
2,Men B3,Lead,Chaz MISURACA,5 •,CAN,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.0 (2),29+ (2),
3,Men B3,Lead,Connor GEAREY,37 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.46 (3),17 (3),
4,Men B3,Lead,Diego KUSNIR,38 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.46 (3),15+ (4),
1,Women B1,Lead,Tanja GLUSIC,120 •,SLO,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.22 (1),TOP (1),
2,Women B1,Lead,Nadia BREDICE,112 •,ITA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.73 (2),TOP (2),
3,Women B1,Lead,Raveena ALLI,128 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.0 (3),36 (3),
4,Women B1,Lead,Emeline LAKROUT,130 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.0 (4),,
1,Men AL1,Lead,Angelino ZELLER,2 •,AUT,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.0 (1),TOP (1),
2,Men AL1,Lead,Markus PÖSENDORFER,1 •,AUT,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.0 (2),44 (2),
3,Men AL1,Lead,Hideyuki OUCHI,21 •,JPN,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.0 (3),27 (3),
4,Men AL1,Lead,Carlos QUILES,50 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.0 (4),,
5,Men AL1,Lead,Jorge MACIAS,49 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,5.0 (5),,
1,Men AL2,Lead,Albert GUARDIA FERRER,9 •,ESP,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.0 (1),39+ (1),
2,Men AL2,Lead,Ethan ZILZ,44 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.24 (4),39+ (2),
3,Men AL2,Lead,Sebastian MENZE,23 •,NOR,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.65 (2),39 (3),
4,Men AL2,Lead,Frederik LEYS,3 •,BEL,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.83 (3),39 (4),
5,Men AL2,Lead,Omar AL KHATIB,19 •,ITA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,5.48 (5),,
5,Men AL2,Lead,Nicolas PERRETH,13 •,GER,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,5.48 (5),,
7,Men AL2,Lead,Tanner JONES,29 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,7.48 (7),,
8,Men AL2,Lead,Nathan PAYNE,45 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,8.15 (8),,
9,Men AL2,Lead,Jeremy RITCHIE,6 •,CAN,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,8.49 (9),,
10,Men AL2,Lead,John FREELAND,30 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,9.75 (10),,
1,Women AL2,Lead,Sarah LARCOMBE,101 •,AUS,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.0 (2),24+ (1),
2,Women AL2,Lead,Rachel MAIA,117 •,NZL,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.0 (1),22+ (2),
3,Women AL2,Lead,Tânia CHAVES,118 •,POR,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.24 (3),19+ (3),
4,Women AL2,Lead,Hannah MCFADDEN,124 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.18 (4),,
5,Women AL2,Lead,Jaqueline FRITZ,110 •,GER,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.47 (5),,
1,Women AU2,Lead,Lucia CAPOVILLA,114 •,ITA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.22 (1),25 (1),
2,Women AU2,Lead,Maureen BECK,125 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.73 (2),24 (2),
3,Women AU2,Lead,Eleanor RUBIN,126 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.0 (3),21+ (3),
4,Women AU2,Lead,Giovanna DUBUC,142 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.9 (4),16+ (4),
5,Women AU2,Lead,Corinna WIMMER,109 •,GER,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,5.48 (5),,
6,Women AU2,Lead,Helena Grace MILLER,141 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,5.74 (6),,
6,Women AU2,Lead,Amruta WYSSMANN,121 •,SUI,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,5.74 (6),,
8,Women AU2,Lead,Alexandra REDSHAW,127 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,7.75 (8),,
1,Men RP1,Lead,Korbinian FRANCK,12 •,GER,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.0 (1),TOP (1),
2,Men RP1,Lead,Sunny YANG,39 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.0 (3),46 (2),
3,Men RP1,Lead,Elliott NGUYEN,47 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.0 (2),36 (3),
4,Men RP1,Lead,Tim SCHAFFRINNA,14 •,GER,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.24 (4),30+ (4),
5,Men RP1,Lead,Alexander DORNBUSCH,40 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.97 (5),,
6,Men RP1,Lead,Gian Matteo RAMINI,20 •,ITA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,6.2 (6),,
7,Men RP1,Lead,Eloi VILA CULLERÉS,11 •,ESP,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,6.93 (7),,
8,Men RP1,Lead,Mario PERSING,16 •,GER,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,7.48 (8),,
1,Men RP2,Lead,Mor Michael SAPIR,18 •,ISR,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.12 (1),TOP (1),
2,Men RP2,Lead,Manikandan KUMAR,17 •,IND,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.46 (4),TOP (2),
3,Men RP2,Lead,Brian ZARZUELA,32 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.12 (1),41+ (3),
4,Men RP2,Lead,Trevor SMITH,31 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.0 (3),38+ (4),
5,Men RP2,Lead,Benjamin MAYFORTH,46 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.87 (5),,
6,Men RP2,Lead,Brayden BUTLER,48 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,6.48 (6),,
7,Men RP2,Lead,Matej ARH,28 •,SLO,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,6.93 (7),,
8,Men RP2,Lead,James FOUNTAIN,33 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,8.37 (8),,
9,Men RP2,Lead,Matthew LYNCH,34 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,8.94 (9),,
10,Men RP2,Lead,Wasif SHAMS,41 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,9.0 (10),,
1,Men RP3,Lead,Jamie BARENDRECHT,22 •,NED,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.0 (1),41 (1),
2,Men RP3,Lead,Jared LENAHAN,42 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.0 (2),28+ (2),
3,Men RP3,Lead,Shamus BOULIANNE,4 •,CAN,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.24 (3),27 (3),
4,Men RP3,Lead,Stephen SATTEL,43 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.74 (4),,
1,Women RP1,Lead,Jasmin PLANK,104 •,AUT,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,1.0 (1),TOP (1),
2,Women RP1,Lead,Emily SEELENFREUND,133 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,3.24 (3),TOP (2),
3,Women RP1,Lead,Eva MOL,115 •,NED,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.0 (2),51+ (3),
4,Women RP1,Lead,Marta PECHE SALINERO,108 •,ESP,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.18 (4),38 (4),
5,Women RP1,Lead,Melissa RUIZ,131 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.47 (5),,
6,Women RP1,Lead,Hannah ZOOK,122 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,6.0 (6),,
7,Women RP1,Lead,Julie POSTMA,102 •,AUS,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,7.0 (7),,
8,Women RP1,Lead,Carlie COOK,123 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,8.0 (8),,
9,Women RP1,Lead,Phuong Anh HUA,132 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,9.0 (9),,
1,Women RP3,Lead,Marina DIAS,105 •,BRA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.47 (3),TOP (1),
2,Women RP3,Lead,Christiane LUTTIKHUIZEN,116 •,NED,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.0 (1),38+ (2),
3,Women RP3,Lead,Rosalie SCHAUPERT,111 •,GER,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,2.83 (2),38+ (3),
4,Women RP3,Lead,Natalie VOREL,136 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.47 (3),38+ (4),
5,Women RP3,Lead,Manca SMREKAR,119 •,SLO,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,4.47 (3),27+ (5),
6,Women RP3,Lead,Emily MCDERMOTT,106 •,CAN,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,5.2 (6),,
7,Women RP3,Lead,Sarah BELANGER,137 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,5.29 (7),,
8,Women RP3,Lead,Elisa MARTIN,113 •,ITA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,5.83 (8),,
9,Women RP3,Lead,Madisyn TAUTE,138 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,8.25 (9),,
10,Women RP3,Lead,Brittany Rae DAVIS,139 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,10.25 (10),,
11,Women RP3,Lead,Lindsay PURCELL,140 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,10.75 (11),,
12,Women RP3,Lead,Miranda SCOTT,107 •,CAN,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,12.49 (12),,
12,Women RP3,Lead,Caroline WINSTEL,134 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,12.49 (12),,
14,Women RP3,Lead,Lauren ROUSE,135 •,USA,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,14.0 (14),,
1,Men B1,Lead,Sho AITA,4 •,JPN,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,1.0 (1),47 (1),
2,Men B1,Lead,Francisco Javier AGUILAR AMOEDO,1 •,ESP,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,2.0 (2),39 (2),
3,Men B1,Lead,Razvan NEDU,3 •,ROU,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,3.0 (3),36 (3),
4,Men B1,Lead,Alexandru BENCHEA,2 •,ROU,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,4.47 (4),,
4,Men B1,Lead,Angelo Sebastian SIMIONESCU,5 •,ROU,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,4.47 (4),,
1,Men B2,Lead,Richard SLOCOCK,6 •,GBR,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,1.0 (1),30+ (1),
2,Men B2,Lead,Raul SIMON FRANCO,8 •,ESP,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,2.0 (2),29 (2),
3,Men B2,Lead,Guillermo PELEGRÍN GÓMEZ,7 •,ESP,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,3.0 (3),28 (3),
4,Men B2,Lead,Valentin-laurentiu MOISE,9 •,ROU,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,4.0 (4),,
1,Men B3,Lead,Cosmin Florin CANDOI,14 •,ROU,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,1.22 (1),TOP (1),
2,Men B3,Lead,Lux LOSEY SAIL,10 •,GBR,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,3.16 (3),TOP (2),
3,Men B3,Lead,Chaz MISURACA,15 •,CAN,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,2.12 (2),33+ (3),
4,Men B3,Lead,Sebastian SCHMITZ,12 •,GER,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,3.74 (4),,
5,Men B3,Lead,Robert Andrei AL-RADI,13 •,ROU,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,4.18 (5),,
6,Men B3,Lead,Casper RØNNINGEN,11 •,NOR,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,6.0 (6),,
1,Women B2,Lead,Abigail ROBINSON,63 •,GBR,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,1.73 (1),60+ (1),
2,Women B2,Lead,Edith SCHEINECKER,67 •,AUT,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,2.45 (2),45 (2),
3,Women B2,Lead,Nadia BREDICE,66 •,ITA,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,3.0 (3),21+ (3),
4,Women B2,Lead,Tanja GLUSIC,65 •,SLO,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,3.46 (4),,
5,Women B2,Lead,Emeline LAKROUT,68 •,USA,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,3.87 (5),,
6,Women B2,Lead,Ariana PERO,64 •,ROU,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,6.0 (6),,
1,Women B3,Lead,Roxane HEILI,74 •,FRA,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,3.46 (4),45+ (1),
2,Women B3,Lead,Ionela GRECU,73 •,ROU,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,1.22 (1),45 (2),
3,Women B3,Lead,Melissa CESARONE,69 •,FRA,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,2.12 (2),45 (3),
4,Women B3,Lead,Iben Kongsvik PAULSEN,75 •,NOR,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,2.83 (3),45 (4),
5,Women B3,Lead,Martina PELLANDRA,70 •,ITA,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,5.48 (5),,
5,Women B3,Lead,Adriana TOFAN,72 •,ROU,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,5.48 (5),,
7,Women B3,Lead,Alina-florina DINUTA,71 •,ROU,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,7.0 (7),,
1,Men AL1,Lead,Angelino ZELLER,16 •,AUT,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,1.0 (1),51 (1),
2,Men AL1,Lead,Markus PÖSENDORFER,19 •,AUT,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,2.0 (2),33 (2),
3,Men AL1,Lead,Daniel KONTSCH,17 •,AUT,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,3.0 (3),26+ (3),
4,Men AL1,Lead,Hideyuki OUCHI,20 •,JPN,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,4.0 (4),,
5,Men AL1,Lead,Giuseppe LOMAGISTRO,18 •,ITA,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,5.0 (5),,
1,Men AL2,Lead,Julien GASC,29 •,FRA,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,1.41 (1),41+ (1),
2,Men AL2,Lead,Frederik LEYS,31 •,BEL,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,3.16 (3),32 (2),
3,Men AL2,Lead,Albert GUARDIA FERRER,26 •,ESP,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,2.83 (2),30 (3),
4,Men AL2,Lead,Iván GERMÁN PASCUAL,24 •,ESP,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,3.16 (3),30 (4),
