rank,category,modality,name,number,country,event_name
6,Women,Lead,Natalija GROS,,SLO,UIAA Worldcup - Kuala Lumpur (MAS) 2001
7,Women,Lead,Bettina SCHÖPF,,AUT,UIAA Worldcup - Kuala Lumpur (MAS) 2001
8,Women,Lead,Jenny LAVARDA,,ITA,UIAA Worldcup - Kuala Lumpur (MAS) 2001
9,Women,Lead,Ingela NILSSON,,SWE,UIAA Worldcup - Kuala Lumpur (MAS) 2001
10,Women,Lead,Irina ROUIGA,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
11,Women,Lead,Olesya SAULEVICH,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
12,Women,Lead,Alexandra EYER,,SUI,UIAA Worldcup - Kuala Lumpur (MAS) 2001
13,Women,Lead,Mi-sun GO,,KOR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
14,Women,Lead,Rie KIMURA,,JPN,UIAA Worldcup - Kuala Lumpur (MAS) 2001
14,Women,Lead,Damaris KNORR,,GER,UIAA Worldcup - Kuala Lumpur (MAS) 2001
16,Women,Lead,Anna STENKOVAYA,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
17,Women,Lead,Hyun-jung KIM,,KOR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
18,Women,Lead,Olena KRYVONIS,,UKR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
19,Women,Lead,Bai-le HUANG,,TPE,UIAA Worldcup - Kuala Lumpur (MAS) 2001
20,Women,Lead,Shun-yuk CHOI,,HKG,UIAA Worldcup - Kuala Lumpur (MAS) 2001
21,Women,Lead,Helene Belle LASZLO,,NOR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
22,Women,Lead,Zosia PODGORBOUNSKIKH,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
23,Women,Lead,Chloé MINORET,,FRA,UIAA Worldcup - Kuala Lumpur (MAS) 2001
24,Women,Lead,Hiu Ying LIU,,HKG,UIAA Worldcup - Kuala Lumpur (MAS) 2001
25,Women,Lead,Li-ping HUANG,,CHN,UIAA Worldcup - Kuala Lumpur (MAS) 2001
26,Women,Lead,Rebecca ALLEN,,GBR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
27,Women,Lead,Olga ZAKHAROVA,,UKR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
28,Women,Lead,Chunhua LI,,CHN,UIAA Worldcup - Kuala Lumpur (MAS) 2001
29,Women,Lead,Yuyun YUNIAR,,INA,UIAA Worldcup - Kuala Lumpur (MAS) 2001
30,Women,Lead,Agung Ethi HENDRAWATI,,INA,UIAA Worldcup - Kuala Lumpur (MAS) 2001
31,Women,Lead,Lissa LESACA,,PHI,UIAA Worldcup - Kuala Lumpur (MAS) 2001
31,Women,Lead,Mustafa N.LILY,,MAS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
33,Women,Lead,Jung-ok LEE,,KOR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
34,Women,Lead,Joung-mi KIM,,KOR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
34,Women,Lead,Qing ZHANG,,CHN,UIAA Worldcup - Kuala Lumpur (MAS) 2001
36,Women,Lead,Mohamad AMIRAH MARINA,,MAS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
37,Women,Lead,Dewi Izwana BT. ALI,,MAS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
1,Men,Speed,Maksym STYENKOVYY,,UKR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
2,Men,Speed,Alexandre CHAOULSKY,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
3,Men,Speed,Alexander PESHEKHONOV,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
4,Men,Speed,Vladimir NETSVETAEV-DOLGALEV,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
5,Men,Speed,Alexei GADEEV,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
6,Men,Speed,Vladislav BARANOV,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
7,Men,Speed,Firmansyah TONI,,INA,UIAA Worldcup - Kuala Lumpur (MAS) 2001
8,Men,Speed,Iakov SOUBBOTINE,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
9,Men,Speed,Daniil KOZMINE,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
10,Men,Speed,Alexandre SERGEYEV (LIACHENKO),,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
11,Men,Speed,Dmitri KHAIDARCHINE,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
12,Men,Speed,Csaba KOMONDI,,HUN,UIAA Worldcup - Kuala Lumpur (MAS) 2001
13,Men,Speed,Nurrahman ROSYID,,INA,UIAA Worldcup - Kuala Lumpur (MAS) 2001
14,Men,Speed,Dong-sik KIM,,KOR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
15,Men,Speed,Erwin GOZUM,,PHI,UIAA Worldcup - Kuala Lumpur (MAS) 2001
16,Men,Speed,Daniel ABDULLAH,,MAS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
17,Men,Speed,Kyu-bog CHO,,KOR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
18,Men,Speed,Chi-wai LAI,,HKG,UIAA Worldcup - Kuala Lumpur (MAS) 2001
19,Men,Speed,Bin Mohd Yusof MOHD YAZID,,SGP,UIAA Worldcup - Kuala Lumpur (MAS) 2001
20,Men,Speed,Rongwu CAO,,CHN,UIAA Worldcup - Kuala Lumpur (MAS) 2001
21,Men,Speed,Denis CHARAFOUTDINOV,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
22,Men,Speed,Hatta MUHD,,SGP,UIAA Worldcup - Kuala Lumpur (MAS) 2001
23,Men,Speed,Bin Anwar ROZIHAN,,SGP,UIAA Worldcup - Kuala Lumpur (MAS) 2001
24,Men,Speed,Zhifeng HUANG,,CHN,UIAA Worldcup - Kuala Lumpur (MAS) 2001
25,Men,Speed,Lei ZHAO,,CHN,UIAA Worldcup - Kuala Lumpur (MAS) 2001
26,Men,Speed,Tzu-kai CHAO,,TPE,UIAA Worldcup - Kuala Lumpur (MAS) 2001
27,Men,Speed,Azizul BIN AFFANDI,,MAS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
1,Women,Speed,Olga ZAKHAROVA,,UKR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
2,Women,Speed,Agung Ethi HENDRAWATI,,INA,UIAA Worldcup - Kuala Lumpur (MAS) 2001
3,Women,Speed,Zosia PODGORBOUNSKIKH,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
4,Women,Speed,Svetlana SUTKINA,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
5,Women,Speed,Yuyun YUNIAR,,INA,UIAA Worldcup - Kuala Lumpur (MAS) 2001
6,Women,Speed,Olesya SAULEVICH,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
7,Women,Speed,Mayya PIRATINSKAYA,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
8,Women,Speed,Anna STENKOVAYA,,RUS,UIAA Worldcup - Kuala Lumpur (MAS) 2001
9,Women,Speed,Shun-yuk CHOI,,HKG,UIAA Worldcup - Kuala Lumpur (MAS) 2001
10,Women,Speed,Joung-mi KIM,,KOR,UIAA Worldcup - Kuala Lumpur (MAS) 2001
11,Women,Speed,Lissa LESACA,,PHI,UIAA Worldcup - Kuala Lumpur (MAS) 2001
12,Women,Speed,Li-ping HUANG,,CHN,UIAA Worldcup - Kuala Lumpur (MAS) 2001
13,Women,Speed,Sheng-ju WEI,,CHN,UIAA Worldcup - Kuala Lumpur (MAS) 2001
14,Women,Speed,Gui-ying LIU,,CHN,UIAA Worldcup - Kuala Lumpur (MAS) 2001
15,Women,Speed,Bai-le HUANG,,TPE,UIAA Worldcup - Kuala Lumpur (MAS) 2001
1,Men,Lead,Tomás MRÁZEK,,CZE,UIAA Worldcup - Kranj (SLO) 2001
2,Men,Lead,François LEGRAND,,FRA,UIAA Worldcup - Kranj (SLO) 2001
3,Men,Lead,Maksym PETRENKO,,UKR,UIAA Worldcup - Kranj (SLO) 2001
4,Men,Lead,Alexandre CHABOT,,FRA,UIAA Worldcup - Kranj (SLO) 2001
5,Men,Lead,Gérome POUVREAU,,FRA,UIAA Worldcup - Kranj (SLO) 2001
6,Men,Lead,Peter BOSMA,,SWE,UIAA Worldcup - Kranj (SLO) 2001
7,Men,Lead,Christian BINDHAMMER,,GER,UIAA Worldcup - Kranj (SLO) 2001
8,Men,Lead,Iouri DOULOUB,,RUS,UIAA Worldcup - Kranj (SLO) 2001
9,Men,Lead,Bernardino LAGNI,,ITA,UIAA Worldcup - Kranj (SLO) 2001
9,Men,Lead,Luca ZARDINI,,ITA,UIAA Worldcup - Kranj (SLO) 2001
11,Men,Lead,Alberto GNERRO,,ITA,UIAA Worldcup - Kranj (SLO) 2001
11,Men,Lead,Serik KAZBEKOV,,UKR,UIAA Worldcup - Kranj (SLO) 2001
11,Men,Lead,Matej SOVA,,SLO,UIAA Worldcup - Kranj (SLO) 2001
14,Men,Lead,Cristian BRENNA,,ITA,UIAA Worldcup - Kranj (SLO) 2001
14,Men,Lead,Ramón JULIAN PUIGBLANQUE,,ESP,UIAA Worldcup - Kranj (SLO) 2001
16,Men,Lead,Reinhard FICHTINGER,,AUT,UIAA Worldcup - Kranj (SLO) 2001
16,Men,Lead,Kilian FISCHHUBER,,AUT,UIAA Worldcup - Kranj (SLO) 2001
16,Men,Lead,Yevgen KRYVOSHEYTSEV,,UKR,UIAA Worldcup - Kranj (SLO) 2001
19,Men,Lead,Sylvain MILLET,,FRA,UIAA Worldcup - Kranj (SLO) 2001
19,Men,Lead,Casper TEN SIJTHOFF,,NED,UIAA Worldcup - Kranj (SLO) 2001
21,Men,Lead,Andreas BINDHAMMER,,GER,UIAA Worldcup - Kranj (SLO) 2001
21,Men,Lead,Cédric LACHAT,,SUI,UIAA Worldcup - Kranj (SLO) 2001
23,Men,Lead,François AUCLAIR,,FRA,UIAA Worldcup - Kranj (SLO) 2001
24,Men,Lead,Klemen BECAN,,SLO,UIAA Worldcup - Kranj (SLO) 2001
24,Men,Lead,Flavio CRESPI,,ITA,UIAA Worldcup - Kranj (SLO) 2001
24,Men,Lead,Michaël FUSELIER,,FRA,UIAA Worldcup - Kranj (SLO) 2001
27,Men,Lead,Pablo BARBERO ALFONSO,,ESP,UIAA Worldcup - Kranj (SLO) 2001
28,Men,Lead,Jurij GOLOB,,SLO,UIAA Worldcup - Kranj (SLO) 2001
29,Men,Lead,Fabien DUGIT,,FRA,UIAA Worldcup - Kranj (SLO) 2001
29,Men,Lead,François PETIT,,FRA,UIAA Worldcup - Kranj (SLO) 2001
31,Men,Lead,Igor GUSAK,,UKR,UIAA Worldcup - Kranj (SLO) 2001
31,Men,Lead,Tomaz VALJAVEC,,SLO,UIAA Worldcup - Kranj (SLO) 2001
33,Men,Lead,Stephane DUGIT,,FRA,UIAA Worldcup - Kranj (SLO) 2001
33,Men,Lead,Roman FELIX,,SUI,UIAA Worldcup - Kranj (SLO) 2001
35,Men,Lead,Christopher CUBITT,,GBR,UIAA Worldcup - Kranj (SLO) 2001
35,Men,Lead,Luca GIUPPONI,,ITA,UIAA Worldcup - Kranj (SLO) 2001
35,Men,Lead,Franci JENSTERLE,,SLO,UIAA Worldcup - Kranj (SLO) 2001
38,Men,Lead,Jürgen REIS,,AUT,UIAA Worldcup - Kranj (SLO) 2001
39,Men,Lead,Adrian BAXTER,,GBR,UIAA Worldcup - Kranj (SLO) 2001
39,Men,Lead,Takaaki TSUIKI,,JPN,UIAA Worldcup - Kranj (SLO) 2001
41,Men,Lead,Martin DECKER,,GER,UIAA Worldcup - Kranj (SLO) 2001
41,Men,Lead,Luka ZAZVONIL,,SLO,UIAA Worldcup - Kranj (SLO) 2001
43,Men,Lead,Thomas ACHERMANN,,SUI,UIAA Worldcup - Kranj (SLO) 2001
43,Men,Lead,Simon FASNACHT WANDELER,,SUI,UIAA Worldcup - Kranj (SLO) 2001
1,Women,Lead,Martina CUFAR,,SLO,UIAA Worldcup - Kranj (SLO) 2001
2,Women,Lead,Muriel SARKANY,,BEL,UIAA Worldcup - Kranj (SLO) 2001
3,Women,Lead,Chloé MINORET,,FRA,UIAA Worldcup - Kranj (SLO) 2001
4,Women,Lead,Annatina SCHULTZ,,SUI,UIAA Worldcup - Kranj (SLO) 2001
5,Women,Lead,Mi-sun GO,,KOR,UIAA Worldcup - Kranj (SLO) 2001
6,Women,Lead,Bettina SCHÖPF,,AUT,UIAA Worldcup - Kranj (SLO) 2001
7,Women,Lead,Damaris KNORR,,GER,UIAA Worldcup - Kranj (SLO) 2001
8,Women,Lead,Olena KRYVONIS,,UKR,UIAA Worldcup - Kranj (SLO) 2001
9,Women,Lead,Sandrine LEVET,,FRA,UIAA Worldcup - Kranj (SLO) 2001
10,Women,Lead,Jenny LAVARDA,,ITA,UIAA Worldcup - Kranj (SLO) 2001
11,Women,Lead,Natalija GROS,,SLO,UIAA Worldcup - Kranj (SLO) 2001
11,Women,Lead,Rie KIMURA,,JPN,UIAA Worldcup - Kranj (SLO) 2001
13,Women,Lead,Olga SHALAGINA,,UKR,UIAA Worldcup - Kranj (SLO) 2001
14,Women,Lead,Gerda RAFFETSEDER,,AUT,UIAA Worldcup - Kranj (SLO) 2001
15,Women,Lead,Barbara BACHER,,AUT,UIAA Worldcup - Kranj (SLO) 2001
15,Women,Lead,Delphine MARTIN,,FRA,UIAA Worldcup - Kranj (SLO) 2001
15,Women,Lead,Olena OSTAPENKO,,UKR,UIAA Worldcup - Kranj (SLO) 2001
18,Women,Lead,Vera KOTASOVA-KOSTRUHOVA,,CZE,UIAA Worldcup - Kranj (SLO) 2001
19,Women,Lead,Lisa BENETTI,,ITA,UIAA Worldcup - Kranj (SLO) 2001
20,Women,Lead,Carole PETRIGNET,,FRA,UIAA Worldcup - Kranj (SLO) 2001
21,Women,Lead,Hyun-jung KIM,,KOR,UIAA Worldcup - Kranj (SLO) 2001
21,Women,Lead,Katja VIDMAR,,SLO,UIAA Worldcup - Kranj (SLO) 2001
23,Women,Lead,Lucka FRANKO,,SLO,UIAA Worldcup - Kranj (SLO) 2001
23,Women,Lead,Ingela NILSSON,,SWE,UIAA Worldcup - Kranj (SLO) 2001
23,Women,Lead,Linn Karin STENDAL,,NOR,UIAA Worldcup - Kranj (SLO) 2001
26,Women,Lead,Nataliya PERLOVA,,UKR,UIAA Worldcup - Kranj (SLO) 2001
27,Women,Lead,Alexandra EYER,,SUI,UIAA Worldcup - Kranj (SLO) 2001
27,Women,Lead,Marietta UHDEN,,GER,UIAA Worldcup - Kranj (SLO) 2001
29,Women,Lead,Stéphanie LOUIS,,SUI,UIAA Worldcup - Kranj (SLO) 2001
29,Women,Lead,Eva TUSAR,,SLO,UIAA Worldcup - Kranj (SLO) 2001
31,Women,Lead,Luisa IOVANE,,ITA,UIAA Worldcup - Kranj (SLO) 2001
31,Women,Lead,Lisa LAGE,,USA,UIAA Worldcup - Kranj (SLO) 2001
31,Women,Lead,Lenka TRNKOVA,,CZE,UIAA Worldcup - Kranj (SLO) 2001
31,Women,Lead,Sasa TRUDEN,,SLO,UIAA Worldcup - Kranj (SLO) 2001
35,Women,Lead,Mirella FRATI,,ITA,UIAA Worldcup - Kranj (SLO) 2001
36,Women,Lead,Hoshiko NAGAKAI,,JPN,UIAA Worldcup - Kranj (SLO) 2001
37,Women,Lead,Nastja GUZZI,,SLO,UIAA Worldcup - Kranj (SLO) 2001
37,Women,Lead,Sabine KNABL,,AUT,UIAA Worldcup - Kranj (SLO) 2001
37,Women,Lead,Berta MARTIN SANCHO,,ESP,UIAA Worldcup - Kranj (SLO) 2001
40,Women,Lead,Sabine BACHER,,AUT,UIAA Worldcup - Kranj (SLO) 2001
42,Women,Lead,Rebecca ALLEN,,GBR,UIAA Worldcup - Kranj (SLO) 2001
42,Women,Lead,Miriam MOOSBURGER,,AUT,UIAA Worldcup - Kranj (SLO) 2001
1,Men,Boulder,Jae-yong LEE,,KOR,Asian Bouldering Championship - Taipei (TPE) 2001
2,Men,Boulder,Yuji MIYABO,,JPN,Asian Bouldering Championship - Taipei (TPE) 2001
3,Men,Boulder,Tomoki USAMI,,JPN,Asian Bouldering Championship - Taipei (TPE) 2001
4,Men,Boulder,Hiroshi OKANO,,JPN,Asian Bouldering Championship - Taipei (TPE) 2001
5,Men,Boulder,Dong-sik KIM,,KOR,Asian Bouldering Championship - Taipei (TPE) 2001
6,Men,Boulder,Futoshi MARUKI,,JPN,Asian Bouldering Championship - Taipei (TPE) 2001
7,Men,Boulder,Suk-hyun JUNG,,KOR,Asian Bouldering Championship - Taipei (TPE) 2001
8,Men,Boulder,Chun-ming JOU,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
9,Men,Boulder,Chee Hoi LEONG,,SGP,Asian Bouldering Championship - Taipei (TPE) 2001
10,Men,Boulder,Chi-wai LOK,,HKG,Asian Bouldering Championship - Taipei (TPE) 2001
11,Men,Boulder,Yi-de LIU,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
12,Men,Boulder,Erwin GOZUM,,PHI,Asian Bouldering Championship - Taipei (TPE) 2001
13,Men,Boulder,Chih-yung CHEN,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
14,Men,Boulder,Tzu-kai CHAO,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
15,Men,Boulder,Po Yu WANG,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
16,Men,Boulder,Sung-hoon KANG,,KOR,Asian Bouldering Championship - Taipei (TPE) 2001
17,Men,Boulder,Yen-yi WU,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
18,Men,Boulder,Ying-kuo TSAI,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
19,Men,Boulder,Hatta MUHD,,SGP,Asian Bouldering Championship - Taipei (TPE) 2001
20,Men,Boulder,Man-wai SUN,,HKG,Asian Bouldering Championship - Taipei (TPE) 2001
20,Men,Boulder,Chen-fo TSENG,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
20,Men,Boulder,Hung-hsiang WANG,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
20,Men,Boulder,Sheng-hsiung WANG,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
24,Men,Boulder,Ka-wai CHU,,HKG,Asian Bouldering Championship - Taipei (TPE) 2001
25,Men,Boulder,Wai Shing CHIOE,,HKG,Asian Bouldering Championship - Taipei (TPE) 2001
25,Men,Boulder,Shun-chung CHONG,,HKG,Asian Bouldering Championship - Taipei (TPE) 2001
1,Women,Boulder,Mi-sun GO,,KOR,Asian Bouldering Championship - Taipei (TPE) 2001
2,Women,Boulder,Hyun-jung KIM,,KOR,Asian Bouldering Championship - Taipei (TPE) 2001
3,Women,Boulder,Shun-yuk CHOI,,HKG,Asian Bouldering Championship - Taipei (TPE) 2001
4,Women,Boulder,Bai-le HUANG,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
5,Women,Boulder,Akiko OOIWA,,JPN,Asian Bouldering Championship - Taipei (TPE) 2001
6,Women,Boulder,Chizuyo IWATA,,JPN,Asian Bouldering Championship - Taipei (TPE) 2001
7,Women,Boulder,Hiu Ying LIU,,HKG,Asian Bouldering Championship - Taipei (TPE) 2001
8,Women,Boulder,Younghee KIM,,KOR,Asian Bouldering Championship - Taipei (TPE) 2001
9,Women,Boulder,Keiko USAMI,,JPN,Asian Bouldering Championship - Taipei (TPE) 2001
10,Women,Boulder,Chun-mei LO,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
11,Women,Boulder,Tan Leng GOH,,SGP,Asian Bouldering Championship - Taipei (TPE) 2001
12,Women,Boulder,Fumiko ISHIBASHI,,JPN,Asian Bouldering Championship - Taipei (TPE) 2001
13,Women,Boulder,Chiu-mei CHANG,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
13,Women,Boulder,Hsing-tong HSIEH,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
15,Women,Boulder,Chiu-ping LEE,,TPE,Asian Bouldering Championship - Taipei (TPE) 2001
16,Women,Boulder,Shane BUZON,,PHI,Asian Bouldering Championship - Taipei (TPE) 2001
1,Men,Lead,Serik KAZBEKOV,,UKR,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
2,Men,Lead,Tomás MRÁZEK,,CZE,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
3,Men,Lead,Christian BINDHAMMER,,GER,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
3,Men,Lead,Alexandre CHABOT,,FRA,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
5,Men,Lead,Vadim VINOKUR,,USA,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
6,Men,Lead,Maksym PETRENKO,,UKR,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
7,Men,Lead,Andreas BINDHAMMER,,GER,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
8,Men,Lead,Luca GIUPPONI,,ITA,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
9,Men,Lead,François PETIT,,FRA,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
9,Men,Lead,Casper TEN SIJTHOFF,,NED,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
11,Men,Lead,Jerôme ABRAHAM,,BEL,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
11,Men,Lead,Nicolas FAVRESSE,,BEL,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
13,Men,Lead,Peter BOSMA,,SWE,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
13,Men,Lead,Igor GUSAK,,UKR,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
13,Men,Lead,Yevgen KRYVOSHEYTSEV,,UKR,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
16,Men,Lead,Johan MUS,,BEL,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
17,Men,Lead,Marius ONIGA,,ROU,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
18,Men,Lead,Olivier FAVRESSE,,BEL,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
19,Men,Lead,Stephane HANSSENS,,BEL,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
1,Women,Lead,Martina CUFAR,,SLO,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
2,Women,Lead,Muriel SARKANY,,BEL,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
3,Women,Lead,Chloé MINORET,,FRA,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
4,Women,Lead,Natalija GROS,,SLO,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
5,Women,Lead,Marietta UHDEN,,GER,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
6,Women,Lead,Damaris KNORR,,GER,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
7,Women,Lead,Nataliya PERLOVA,,UKR,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
8,Women,Lead,Chloé GRAFTIAUX,,BEL,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
9,Women,Lead,Olena KRYVONIS,,UKR,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
10,Women,Lead,Olena OSTAPENKO,,UKR,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
11,Women,Lead,Ingela NILSSON,,SWE,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
12,Women,Lead,Monica ZEILEMAKER,,NED,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
13,Women,Lead,Ulla WALDER,,ITA,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
14,Women,Lead,Nathalie HANSSENS,,BEL,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002
1,Men,Lead,Alexandre CHABOT,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
2,Men,Lead,Gérome POUVREAU,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
3,Men,Lead,Tomás MRÁZEK,,CZE,UIAA Worldcup - Bolzano (ITA) 2002
4,Men,Lead,François AUCLAIR,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
5,Men,Lead,Christian BINDHAMMER,,GER,UIAA Worldcup - Bolzano (ITA) 2002
6,Men,Lead,Andreas BINDHAMMER,,GER,UIAA Worldcup - Bolzano (ITA) 2002
7,Men,Lead,Sylvain MILLET,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
8,Men,Lead,François PETIT,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
9,Men,Lead,Flavio CRESPI,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
10,Men,Lead,Maksym PETRENKO,,UKR,UIAA Worldcup - Bolzano (ITA) 2002
11,Men,Lead,Cristian BRENNA,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
12,Men,Lead,Bernardino LAGNI,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
13,Men,Lead,Cédric LACHAT,,SUI,UIAA Worldcup - Bolzano (ITA) 2002
14,Men,Lead,Serik KAZBEKOV,,UKR,UIAA Worldcup - Bolzano (ITA) 2002
15,Men,Lead,Igor GUSAK,,UKR,UIAA Worldcup - Bolzano (ITA) 2002
15,Men,Lead,Vadim VINOKUR,,USA,UIAA Worldcup - Bolzano (ITA) 2002
17,Men,Lead,Peter BOSMA,,SWE,UIAA Worldcup - Bolzano (ITA) 2002
18,Men,Lead,Ramón JULIAN PUIGBLANQUE,,ESP,UIAA Worldcup - Bolzano (ITA) 2002
19,Men,Lead,Alberto GNERRO,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
19,Men,Lead,Christoph HUBER,,AUT,UIAA Worldcup - Bolzano (ITA) 2002
21,Men,Lead,Martin FELIX,,SUI,UIAA Worldcup - Bolzano (ITA) 2002
22,Men,Lead,Yevgen KRYVOSHEYTSEV,,UKR,UIAA Worldcup - Bolzano (ITA) 2002
23,Men,Lead,Luca GIUPPONI,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
24,Men,Lead,Stefano GHIDINI,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
25,Men,Lead,Stephane DUGIT,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
26,Men,Lead,Matej SOVA,,SLO,UIAA Worldcup - Bolzano (ITA) 2002
27,Men,Lead,Patxi USOBIAGA LAKUNZA,,ESP,UIAA Worldcup - Bolzano (ITA) 2002
28,Men,Lead,Luca ZARDINI,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
29,Men,Lead,Casper TEN SIJTHOFF,,NED,UIAA Worldcup - Bolzano (ITA) 2002
30,Men,Lead,Tomaz VALJAVEC,,SLO,UIAA Worldcup - Bolzano (ITA) 2002
31,Men,Lead,Markus HOPPE,,GER,UIAA Worldcup - Bolzano (ITA) 2002
31,Men,Lead,Hidekazu ITO,,JPN,UIAA Worldcup - Bolzano (ITA) 2002
31,Men,Lead,Robert MATE,,GER,UIAA Worldcup - Bolzano (ITA) 2002
31,Men,Lead,Jürgen REIS,,AUT,UIAA Worldcup - Bolzano (ITA) 2002
35,Men,Lead,David CAUDE,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
36,Men,Lead,Fabien DUGIT,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
37,Men,Lead,Pablo BARBERO ALFONSO,,ESP,UIAA Worldcup - Bolzano (ITA) 2002
37,Men,Lead,Michaël FUSELIER,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
39,Men,Lead,Matthias SCHMIDL,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
