rank,category,modality,name,number,country,event_name
39,Men,Lead,Bosse SÄTTARE,,SWE,UIAA Worldcup - Bolzano (ITA) 2002
41,Men,Lead,Reinhard FICHTINGER,,AUT,UIAA Worldcup - Bolzano (ITA) 2002
41,Men,Lead,Aljosa GROM,,SLO,UIAA Worldcup - Bolzano (ITA) 2002
41,Men,Lead,Martin HAMMERER,,AUT,UIAA Worldcup - Bolzano (ITA) 2002
41,Men,Lead,Cédric LO PICCOLO,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
45,Men,Lead,Jakub HLAVACEK,,CZE,UIAA Worldcup - Bolzano (ITA) 2002
46,Men,Lead,César Sempere VENDRELL,,ESP,UIAA Worldcup - Bolzano (ITA) 2002
47,Men,Lead,Radim NOSEK,,CZE,UIAA Worldcup - Bolzano (ITA) 2002
47,Men,Lead,Takuya TAKEDA,,JPN,UIAA Worldcup - Bolzano (ITA) 2002
49,Men,Lead,Franci JENSTERLE,,SLO,UIAA Worldcup - Bolzano (ITA) 2002
49,Men,Lead,Martin MOBRÅTEN,,NOR,UIAA Worldcup - Bolzano (ITA) 2002
50,Men,Lead,Sören ANDERSEN,,DEN,UIAA Worldcup - Bolzano (ITA) 2002
50,Men,Lead,Jan Fredrick PRYTZ,,NOR,UIAA Worldcup - Bolzano (ITA) 2002
53,Men,Lead,Atsushi SAGA,,JPN,UIAA Worldcup - Bolzano (ITA) 2002
54,Men,Lead,Thomas ACHERMANN,,SUI,UIAA Worldcup - Bolzano (ITA) 2002
1,Women,Lead,Muriel SARKANY,,BEL,UIAA Worldcup - Bolzano (ITA) 2002
2,Women,Lead,Sandrine LEVET,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
3,Women,Lead,Natalija GROS,,SLO,UIAA Worldcup - Bolzano (ITA) 2002
4,Women,Lead,Katrin SEDLMAYER,,GER,UIAA Worldcup - Bolzano (ITA) 2002
5,Women,Lead,Marietta UHDEN,,GER,UIAA Worldcup - Bolzano (ITA) 2002
6,Women,Lead,Barbara BACHER,,AUT,UIAA Worldcup - Bolzano (ITA) 2002
6,Women,Lead,Katja VIDMAR,,SLO,UIAA Worldcup - Bolzano (ITA) 2002
8,Women,Lead,Martina CUFAR,,SLO,UIAA Worldcup - Bolzano (ITA) 2002
9,Women,Lead,Luisa IOVANE,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
9,Women,Lead,Emilie POUGET,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
11,Women,Lead,Olena KRYVONIS,,UKR,UIAA Worldcup - Bolzano (ITA) 2002
12,Women,Lead,Damaris KNORR,,GER,UIAA Worldcup - Bolzano (ITA) 2002
12,Women,Lead,Carole PETRIGNET,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
12,Women,Lead,Gerda RAFFETSEDER,,AUT,UIAA Worldcup - Bolzano (ITA) 2002
15,Women,Lead,Annatina SCHULTZ,,SUI,UIAA Worldcup - Bolzano (ITA) 2002
15,Women,Lead,Maja STREMFELJ,,SLO,UIAA Worldcup - Bolzano (ITA) 2002
17,Women,Lead,Chloé MINORET,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
18,Women,Lead,Lisa BENETTI,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
18,Women,Lead,Delphine MARTIN,,FRA,UIAA Worldcup - Bolzano (ITA) 2002
20,Women,Lead,Jenny LAVARDA,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
21,Women,Lead,Bettina SCHÖPF,,AUT,UIAA Worldcup - Bolzano (ITA) 2002
22,Women,Lead,Alexandra EYER,,SUI,UIAA Worldcup - Bolzano (ITA) 2002
22,Women,Lead,Olena OSTAPENKO,,UKR,UIAA Worldcup - Bolzano (ITA) 2002
22,Women,Lead,Nataliya PERLOVA,,UKR,UIAA Worldcup - Bolzano (ITA) 2002
22,Women,Lead,Sarah SEEGER,,GER,UIAA Worldcup - Bolzano (ITA) 2002
26,Women,Lead,Angela EITER,,AUT,UIAA Worldcup - Bolzano (ITA) 2002
27,Women,Lead,Lucka FRANKO,,SLO,UIAA Worldcup - Bolzano (ITA) 2002
28,Women,Lead,Ingela NILSSON,,SWE,UIAA Worldcup - Bolzano (ITA) 2002
29,Women,Lead,Stéphanie LOUIS,,SUI,UIAA Worldcup - Bolzano (ITA) 2002
29,Women,Lead,Eva Elez MUÑOZ,,ESP,UIAA Worldcup - Bolzano (ITA) 2002
29,Women,Lead,Monica ZEILEMAKER,,NED,UIAA Worldcup - Bolzano (ITA) 2002
32,Women,Lead,Lisa LAGE,,USA,UIAA Worldcup - Bolzano (ITA) 2002
33,Women,Lead,Susanne ETTER,,SUI,UIAA Worldcup - Bolzano (ITA) 2002
33,Women,Lead,Sabine KNABL,,AUT,UIAA Worldcup - Bolzano (ITA) 2002
35,Women,Lead,Sheila JENSEN,,DEN,UIAA Worldcup - Bolzano (ITA) 2002
35,Women,Lead,Claudia SALVADORI,,ITA,UIAA Worldcup - Bolzano (ITA) 2002
37,Women,Lead,Gail ROTHSCHILD,,USA,UIAA Worldcup - Bolzano (ITA) 2002
37,Women,Lead,Linn Karin STENDAL,,NOR,UIAA Worldcup - Bolzano (ITA) 2002
39,Women,Lead,Sabine BACHER,,AUT,UIAA Worldcup - Bolzano (ITA) 2002
1,Men,Lead,Alexandre CHABOT,,FRA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
2,Men,Lead,Tomás MRÁZEK,,CZE,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
3,Men,Lead,Gérome POUVREAU,,FRA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
4,Men,Lead,Cristian BRENNA,,ITA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
5,Men,Lead,François PETIT,,FRA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
6,Men,Lead,Serik KAZBEKOV,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
7,Men,Lead,Iouri DOULOUB,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
8,Men,Lead,Christian BINDHAMMER,,GER,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
9,Men,Lead,Flavio CRESPI,,ITA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
9,Men,Lead,Evgeny OVCHINNIKOV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
9,Men,Lead,Maksym PETRENKO,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
12,Men,Lead,François AUCLAIR,,FRA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
13,Men,Lead,Peter BOSMA,,SWE,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
14,Men,Lead,Alexandre KOVALEVSKJ,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
15,Men,Lead,Mykhaylo SHALAGIN,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
16,Men,Lead,Evgeny MASLEONKIN,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
16,Men,Lead,Vadim VINOKUR,,USA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
18,Men,Lead,Ilfir KHAKIMIANOV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
19,Men,Lead,Serguei NOURMAMATOV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
20,Men,Lead,Martin FELIX,,SUI,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
20,Men,Lead,Jürgen REIS,,AUT,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
20,Men,Lead,Matej SOVA,,SLO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
20,Men,Lead,Tomaz VALJAVEC,,SLO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
24,Men,Lead,Oleg TCHERECHNEV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
25,Men,Lead,Sergei SHAFEROV,,BLR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
26,Men,Lead,Thomas ACHERMANN,,SUI,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
27,Men,Lead,Igor PILIOUGINE,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
28,Men,Lead,Jan Fredrick PRYTZ,,NOR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
29,Men,Lead,Andreas BINDHAMMER,,GER,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
29,Men,Lead,Salavat RAKHMETOV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
31,Men,Lead,Igor GUSAK,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
31,Men,Lead,Mohammad JAFARI MAHMOUDABADI,,IRI,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
31,Men,Lead,Yevgen KRYVOSHEYTSEV,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
34,Men,Lead,Alexei ZEMSKI,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
35,Men,Lead,Amin ABBASSI,,IRI,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
35,Men,Lead,Amir PIRVASLI,,IRI,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
37,Men,Lead,Valeri FERADZE,,GEO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
37,Men,Lead,Martin MOBRÅTEN,,NOR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
37,Men,Lead,Oleksandr ZELINSKY,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
40,Men,Lead,Gurami GAZDELIANI,,GEO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
40,Men,Lead,Soso KATSITADZE,,GEO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
1,Women,Lead,Martina CUFAR,,SLO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
2,Women,Lead,Muriel SARKANY,,BEL,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
3,Women,Lead,Marietta UHDEN,,GER,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
4,Women,Lead,Sandrine LEVET,,FRA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
5,Women,Lead,Natalija GROS,,SLO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
6,Women,Lead,Emilie POUGET,,FRA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
7,Women,Lead,Damaris KNORR,,GER,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
8,Women,Lead,Katrin SEDLMAYER,,GER,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
9,Women,Lead,Chloé MINORET,,FRA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
10,Women,Lead,Annatina SCHULTZ,,SUI,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
11,Women,Lead,Olga IAKOVLEVA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
12,Women,Lead,Bettina SCHÖPF,,AUT,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
13,Women,Lead,Venera CHERESHNEVA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
14,Women,Lead,Yulia ABRAMCHUK,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
15,Women,Lead,Carole PETRIGNET,,FRA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
16,Women,Lead,Alexandra BALAKIREVA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
17,Women,Lead,Jenny LAVARDA,,ITA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
18,Women,Lead,Olena KRYVONIS,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
19,Women,Lead,Olena OSTAPENKO,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
20,Women,Lead,Natalia RYMCHA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
21,Women,Lead,Ekaterina KOROLKOVA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
22,Women,Lead,Lisa BENETTI,,ITA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
23,Women,Lead,Natalia NESTEROVA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
24,Women,Lead,Nataliya PERLOVA,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
25,Women,Lead,Ingela NILSSON,,SWE,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
26,Women,Lead,Linn Karin STENDAL,,NOR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
27,Women,Lead,Lisa LAGE,,USA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
28,Women,Lead,Helene Belle LASZLO,,NOR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
29,Women,Lead,Olesya SAULEVICH,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
30,Women,Lead,Gerda RAFFETSEDER,,AUT,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
31,Women,Lead,Gail ROTHSCHILD,,USA,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
32,Women,Lead,Katarina CHKADUA,,GEO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
1,Men,Speed,Alexander PESHEKHONOV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
2,Men,Speed,Sergei SINITCYN,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
3,Men,Speed,Evgueni MINATCHEV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
4,Men,Speed,Alexei ZEMSKI,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
5,Men,Speed,Maksym STYENKOVYY,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
6,Men,Speed,Marat SADYROV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
7,Men,Speed,Iakov SOUBBOTINE,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
8,Men,Speed,Alexandre CHAOULSKY,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
9,Men,Speed,Vladimir NETSVETAEV-DOLGALEV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
10,Men,Speed,Serguei PINIGUINE,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
11,Men,Speed,Yevgen KRYVOSHEYTSEV,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
12,Men,Speed,Csaba KOMONDI,,HUN,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
13,Men,Speed,Serguei NOURMAMATOV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
14,Men,Speed,Nikolai KOUZOVLEV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
15,Men,Speed,Maxim MIKHAILOV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
16,Men,Speed,Vladislav BARANOV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
17,Men,Speed,Alexei GADEEV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
18,Men,Speed,Daniil KOZMINE,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
19,Men,Speed,Vladimir ZAKHAROV,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
20,Men,Speed,Igor ASTACHOV,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
21,Men,Speed,Oleksandr SALIMOV,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
22,Men,Speed,Igor GUSAK,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
23,Men,Speed,Dmytro KONOVALOV,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
24,Men,Speed,Alexander KHOPKO,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
25,Men,Speed,Zaza GURCHIANI,,GEO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
26,Men,Speed,Alexandre SERGEYEV (LIACHENKO),,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
27,Men,Speed,Oleg GREBENYUK,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
28,Men,Speed,Amin ABBASSI,,IRI,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
29,Men,Speed,Amir PIRVASLI,,IRI,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
30,Men,Speed,Attila BARTHA,,HUN,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
31,Men,Speed,Mohammad JAFARI MAHMOUDABADI,,IRI,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
32,Men,Speed,Soso KATSITADZE,,GEO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
33,Men,Speed,Nikolay EREMIN,,BLR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
33,Men,Speed,Valeri FERADZE,,GEO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
33,Men,Speed,Gurami GAZDELIANI,,GEO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
33,Men,Speed,Ihor HONCHARENKO,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
33,Men,Speed,Dmitri KHAIDARCHINE,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
33,Men,Speed,Evgeny MASLEONKIN,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
33,Men,Speed,Ivan SHYSHKOVSKYY,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
33,Men,Speed,Hossein SIEF,,IRI,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
1,Women,Speed,Zosia PODGORBOUNSKIKH,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
2,Women,Speed,Olena RYEPKO,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
3,Women,Speed,Olga OCHTCHEPKOVA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
4,Women,Speed,Olesya SAULEVICH,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
5,Women,Speed,Svetlana SUTKINA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
6,Women,Speed,Mayya PIRATINSKAYA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
7,Women,Speed,Margarita RYZHKOVA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
8,Women,Speed,Olga ZAKHAROVA,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
9,Women,Speed,Olena OSTAPENKO,,UKR,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
10,Women,Speed,Yulia ABRAMCHUK,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
11,Women,Speed,Valentina YURINA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
12,Women,Speed,Anna STENKOVAYA,,RUS,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
13,Women,Speed,Katarina CHKADUA,,GEO,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn
1,Men,Speed,Sergei SINITCYN,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
2,Men,Speed,Alexander PESHEKHONOV,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
3,Men,Speed,Alexandre CHAOULSKY,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
4,Men,Speed,Alexei GADEEV,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
5,Men,Speed,Iakov SOUBBOTINE,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
6,Men,Speed,Vladislav BARANOV,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
7,Men,Speed,Marat SADYROV,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
8,Men,Speed,Maksym STYENKOVYY,,UKR,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
9,Men,Speed,Csaba KOMONDI,,HUN,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
10,Men,Speed,Nikolai KOUZOVLEV,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
11,Men,Speed,Maxim MIKHAILOV,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
12,Men,Speed,Denis OMELTCHENKO,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
13,Men,Speed,Serguei PINIGUINE,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
14,Men,Speed,Dmytro KONOVALOV,,UKR,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
15,Men,Speed,Vladimir ZAKHAROV,,UKR,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
16,Men,Speed,Vladimir NETSVETAEV-DOLGALEV,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
17,Men,Speed,Igor ASTACHOV,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
18,Men,Speed,Dmitri KHAIDARCHINE,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
19,Men,Speed,Daniil KOZMINE,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
20,Men,Speed,Oleg GREBENYUK,,UKR,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
21,Men,Speed,Oleksandr SALIMOV,,UKR,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
22,Men,Speed,Egor GOUTORINE,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
23,Men,Speed,Ihor HONCHARENKO,,UKR,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
24,Men,Speed,Zaza GURCHIANI,,GEO,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
25,Men,Speed,Ivan SHYSHKOVSKYY,,UKR,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
26,Men,Speed,Hatta MUHD,,SGP,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
27,Men,Speed,Alexandre SERGEYEV (LIACHENKO),,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
28,Men,Speed,Amin ABBASSI,,IRI,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
29,Men,Speed,Mohammad JAFARI MAHMOUDABADI,,IRI,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
30,Men,Speed,Amir PIRVASLI,,IRI,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
31,Men,Speed,Attila BARTHA,,HUN,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
32,Men,Speed,Valeri FERADZE,,GEO,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
33,Men,Speed,Soso KATSITADZE,,GEO,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
34,Men,Speed,Ismail MOHD,,SGP,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
35,Men,Speed,Gurami GAZDELIANI,,GEO,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
36,Men,Speed,Evgueni MINATCHEV,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
36,Men,Speed,Ho RON,,SGP,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
36,Men,Speed,Hossein SIEF,,IRI,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
1,Women,Speed,Olga ZAKHAROVA,,UKR,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
2,Women,Speed,Olena RYEPKO,,UKR,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
3,Women,Speed,Valentina YURINA,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
4,Women,Speed,Olga OCHTCHEPKOVA,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
5,Women,Speed,Olesya SAULEVICH,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
6,Women,Speed,Mayya PIRATINSKAYA,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
7,Women,Speed,Zosia PODGORBOUNSKIKH,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
8,Women,Speed,Anna STENKOVAYA,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
9,Women,Speed,Olesia KLEOCHINA,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
10,Women,Speed,Olena OSTAPENKO,,UKR,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
11,Women,Speed,Olga EVSTIGNEEVA,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
12,Women,Speed,Svetlana SUTKINA,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
13,Women,Speed,Margarita RYZHKOVA,,RUS,2. UIAA Worldcup - Yekaterinburg (RUS) 2002
1,Men,Speed,Maksym STYENKOVYY,,UKR,3. UIAA Worldcup - Yekaterinburg (RUS) 2002
2,Men,Speed,Alexander PESHEKHONOV,,RUS,3. UIAA Worldcup - Yekaterinburg (RUS) 2002
3,Men,Speed,Csaba KOMONDI,,HUN,3. UIAA Worldcup - Yekaterinburg (RUS) 2002
4,Men,Speed,Iakov SOUBBOTINE,,RUS,3. UIAA Worldcup - Yekaterinburg (RUS) 2002
5,Men,Speed,Evgueni MINATCHEV,,RUS,3. UIAA Worldcup - Yekaterinburg (RUS) 2002
