Local,Date,Href
WG_2013,03/08/2013 – 04/08/2013,https://ifsc.results.info/event/829/
Imst,09/08/2013 – 10/08/2013,https://ifsc.results.info/event/798/
Munich,24/08/2013 – 25/08/2013,https://ifsc.results.info/event/808/
WYCH Saanich,15/08/2013 – 19/08/2013,https://ifsc.results.info/event/799/
Arco_RJ_2013,31/08/2013 – 01/09/2013,https://ifsc.results.info/event/841/
Arco_Open,05/09/2013 – 06/09/2013,https://ifsc.results.info/event/817/
Eindhoven,31/08/2013 – 01/09/2013,https://ifsc.results.info/event/842/
Stavanger,07/09/2013 – 08/09/2013,https://ifsc.results.info/event/810/
Arco,07/09/2013,https://ifsc.results.info/event/825/
Arco Rockmaster,07/09/2013,https://ifsc.results.info/event/800/
Arco_Paraclimbing_13,06/09/2013,https://ifsc.results.info/event/843/
Adidas Rockstars 13,13/09/2013 – 14/09/2013,https://ifsc.results.info/event/844/
Skopje_Under14,14/09/2013 – 15/09/2013,https://ifsc.results.info/event/845/
Lond_Paraclimbing_13,21/09/2013 – 22/09/2013,https://ifsc.results.info/event/801/
Perm,27/09/2013 – 29/09/2013,https://ifsc.results.info/event/811/
Puurs,20/09/2013 – 21/09/2013,https://ifsc.results.info/event/802/
Oloron 2013,05/10/2013 – 06/10/2013,https://ifsc.results.info/event/846/
Mokpo,11/10/2013 – 12/10/2013,https://ifsc.results.info/event/803/
Lava_Paraclimbing_13,12/10/2013 – 13/10/2013,https://ifsc.results.info/event/826/
Valence,01/11/2013 – 02/11/2013,https://ifsc.results.info/event/812/
Wujiang,19/10/2013 – 20/10/2013,https://ifsc.results.info/event/804/
Kranj,16/11/2013 – 17/11/2013,https://ifsc.results.info/event/847/
MoscowPromo,06/12/2013 – 09/12/2013,https://ifsc.results.info/event/805/
Valence,01/11/2013 – 02/11/2013,https://ifsc.results.info/event/806/
Kranj,16/11/2013 – 17/11/2013,https://ifsc.results.info/event/807/
MoscowPromo,06/12/2013 – 09/12/2013,https://ifsc.results.info/event/848/
Asian_Youth_Chp_13,11/12/2013 – 14/12/2013,https://ifsc.results.info/event/814/
Promo Sheffield,15/03/2014 – 16/03/2014,https://ifsc.results.info/event/886/
Chongqing,26/04/2014 – 27/04/2014,https://ifsc.results.info/event/849/
Kia Extreme Games,30/04/2014 – 01/05/2014,https://ifsc.results.info/event/887/
Baku,03/05/2014 – 04/05/2014,https://ifsc.results.info/event/850/
Innsbruck,16/05/2014 – 17/05/2014,https://ifsc.results.info/event/851/
Grindelwald,10/05/2014 – 11/05/2014,https://ifsc.results.info/event/852/
Toronto,31/05/2014 – 01/06/2014,https://ifsc.results.info/event/853/
ImstEYC,31/05/2014 – 01/06/2014,https://ifsc.results.info/event/875/
YCCF_14,07/06/2014 – 08/06/2014,https://ifsc.results.info/event/854/
Vail,06/06/2014 – 07/06/2014,https://ifsc.results.info/event/888/
LSEuro Edin,14/06/2014 – 15/06/2014,https://ifsc.results.info/event/876/
Haiyang,20/06/2014 – 22/06/2014,https://ifsc.results.info/event/855/
Lava_Paraclimbing_14,26/06/2014 – 27/06/2014,https://ifsc.results.info/event/868/
AUCC14,01/07/2014 – 07/07/2014,https://ifsc.results.info/event/856/
Laval,27/06/2014 – 28/06/2014,https://ifsc.results.info/event/885/
Petzen,04/07/2014 – 06/07/2014,https://ifsc.results.info/event/869/
Imst_Paraclimbing_14,04/07/2014 – 05/07/2014,https://ifsc.results.info/event/889/
ImstEYC,05/07/2014,https://ifsc.results.info/event/877/
Munich Promo,06/07/2014,https://ifsc.results.info/event/890/
ArgentiereEYC14,22/07/2014 – 23/07/2014,https://ifsc.results.info/event/878/
Briançon,19/07/2014 – 20/07/2014,https://ifsc.results.info/event/857/
ChamEYC14,09/07/2014,https://ifsc.results.info/event/858/
Chamonix,10/07/2014 – 12/07/2014,https://ifsc.results.info/event/879/
TAB 2014,25/07/2014 – 26/07/2014,https://ifsc.results.info/event/891/
Imst,01/08/2014 – 02/08/2014,https://ifsc.results.info/event/859/
Nanjing,16/08/2014 – 17/08/2014,https://ifsc.results.info/event/880/
Munich,21/08/2014 – 23/08/2014,https://ifsc.results.info/event/884/
Arco_Open,28/08/2014 – 29/08/2014,https://ifsc.results.info/event/860/
LaengenfeldEYC14,15/08/2014 – 16/08/2014,https://ifsc.results.info/event/892/
Arco_Paraclimbing_14,29/08/2014,https://ifsc.results.info/event/870/
Arco_RJ_2014,04/09/2014 – 05/09/2014,https://ifsc.results.info/event/893/
Arco,30/08/2014 – 31/08/2014,https://ifsc.results.info/event/861/
Arco Rockmaster,30/08/2014 – 31/08/2014,https://ifsc.results.info/event/894/
BEuro Arco,06/09/2014 – 07/09/2014,https://ifsc.results.info/event/881/
Gijon,08/09/2014 – 14/09/2014,https://ifsc.results.info/event/862/
Adidas Rockstars 14,19/09/2014 – 20/09/2014,https://ifsc.results.info/event/871/
Gijon,11/09/2014 – 14/09/2014,https://ifsc.results.info/event/872/
Gijon,11/09/2014 – 14/09/2014,https://ifsc.results.info/event/867/
WYCH Noumea,19/09/2014 – 23/09/2014,https://ifsc.results.info/event/895/
Oloron 2014,27/09/2014 – 28/09/2014,https://ifsc.results.info/event/896/
Wujiang,18/10/2014 – 19/10/2014,https://ifsc.results.info/event/874/
She_Paraclimbing_14,04/10/2014 – 05/10/2014,https://ifsc.results.info/event/873/
ACH Lombok,01/10/2014 – 03/10/2014,https://ifsc.results.info/event/863/
Mokpo,11/10/2014 – 12/10/2014,https://ifsc.results.info/event/883/
Oceania Master,17/10/2014 – 19/10/2014,https://ifsc.results.info/event/864/
Inzai,25/10/2014 – 26/10/2014,https://ifsc.results.info/event/865/
Gravical 2015,08/01/2015 – 11/01/2015,https://ifsc.results.info/event/866/
Kranj,15/11/2014 – 16/11/2014,https://ifsc.results.info/event/882/
PAC YCH Mexico City,26/11/2014 – 30/11/2014,https://ifsc.results.info/event/927/
WCC 15 Can,20/02/2015 – 22/02/2015,https://ifsc.results.info/event/928/
Promo Sheffield,07/03/2015 – 08/03/2015,https://ifsc.results.info/event/929/
Kia Extreme Games,01/05/2015 – 03/05/2015,https://ifsc.results.info/event/930/
DornbirnEYC15,09/05/2015 – 10/05/2015,https://ifsc.results.info/event/918/
InnsbruckECH15,14/05/2015 – 16/05/2015,https://ifsc.results.info/event/916/
YCCF_15,06/06/2015 – 07/06/2015,https://ifsc.results.info/event/897/
ImstEYC15,30/05/2015 – 31/05/2015,https://ifsc.results.info/event/898/
Vail,05/06/2015 – 06/06/2015,https://ifsc.results.info/event/919/
Saanich15,17/05/2015,https://ifsc.results.info/event/899/
Toronto15,30/05/2015 – 31/05/2015,https://ifsc.results.info/event/931/
Chongqing,20/06/2015 – 21/06/2015,https://ifsc.results.info/event/920/
Haiyang,26/06/2015 – 27/06/2015,https://ifsc.results.info/event/922/
ImstEYC,06/06/2015,https://ifsc.results.info/event/900/
Imst_Paraclimbing_15,27/06/2015 – 28/06/2015,https://ifsc.results.info/event/901/
LSEuro Edin,12/06/2015 – 14/06/2015,https://ifsc.results.info/event/911/
Chamonix_PC_15,10/07/2015 – 11/07/2015,https://ifsc.results.info/event/921/
Chamonix,10/07/2015 – 12/07/2015,https://ifsc.results.info/event/917/
LaengenfeldEYC15,04/07/2015 – 05/07/2015,https://ifsc.results.info/event/912/
Briançon,17/07/2015 – 18/07/2015,https://ifsc.results.info/event/902/
Petzen,10/07/2015 – 12/07/2015,https://ifsc.results.info/event/932/
ChamECH15,10/07/2015 – 12/07/2015,https://ifsc.results.info/event/903/
BEuro Argentiere,21/07/2015 – 22/07/2015,https://ifsc.results.info/event/933/
Gaflenz 2015,18/07/2015,https://ifsc.results.info/event/923/
Imst,31/07/2015 – 01/08/2015,https://ifsc.results.info/event/904/
MitterdorfEYC15,08/08/2015 – 09/08/2015,https://ifsc.results.info/event/926/
Stavanger,21/08/2015 – 22/08/2015,https://ifsc.results.info/event/924/
Munich,14/08/2015 – 15/08/2015,https://ifsc.results.info/event/905/
EUC15,05/08/2015 – 09/08/2015,https://ifsc.results.info/event/906/
ImstEYC,22/08/2015,https://ifsc.results.info/event/925/
WYCH Arco,28/08/2015 – 06/09/2015,https://ifsc.results.info/event/910/
Oloron 2015,03/10/2015 – 04/10/2015,https://ifsc.results.info/event/934/
Adidas Rockstars 15,25/09/2015 – 26/09/2015,https://ifsc.results.info/event/935/
Torino 2015,19/09/2015 – 20/09/2015,https://ifsc.results.info/event/907/
Puurs,26/09/2015 – 27/09/2015,https://ifsc.results.info/event/913/
She_Paraclimbing_15,03/10/2015 – 04/10/2015,https://ifsc.results.info/event/936/
Wujiang,17/10/2015 – 18/10/2015,https://ifsc.results.info/event/908/
ACH Ningbo,22/11/2015 – 24/11/2015,https://ifsc.results.info/event/909/
Kranj,14/11/2015 – 15/11/2015,https://ifsc.results.info/event/914/
HKG 2016,09/01/2016 – 10/01/2016,https://ifsc.results.info/event/915/
Asian_Youth_Chp_15,02/12/2015 – 06/12/2015,https://ifsc.results.info/event/974/
Gravical2016,21/01/2016 – 24/01/2016,https://ifsc.results.info/event/975/
Promo Sheffield,12/03/2016 – 13/03/2016,https://ifsc.results.info/event/976/
MeiringenWC,15/04/2016 – 16/04/2016,https://ifsc.results.info/event/937/
EYC_POL_16,16/04/2016 – 18/04/2016,https://ifsc.results.info/event/960/
KazoWC,23/04/2016 – 24/04/2016,https://ifsc.results.info/event/938/
Crimea 2016,30/04/2016 – 05/05/2016,https://ifsc.results.info/event/977/
ChongqingWC,30/04/2016 – 01/05/2016,https://ifsc.results.info/event/939/
NanjingWC,07/05/2016 – 08/05/2016,https://ifsc.results.info/event/978/
Master_Nanjing,07/05/2016 – 08/05/2016,https://ifsc.results.info/event/940/
EYC_POR_16,07/05/2016 – 08/05/2016,https://ifsc.results.info/event/961/
NaviMumbaiPromo,16/05/2016,https://ifsc.results.info/event/941/
NaviMumbaiWC,14/05/2016 – 15/05/2016,https://ifsc.results.info/event/979/
TyrolWC,20/05/2016 – 21/05/2016,https://ifsc.results.info/event/942/
YCCF_16,04/06/2016 – 05/06/2016,https://ifsc.results.info/event/962/
EYC_AUT_L_16,28/05/2016 – 29/05/2016,https://ifsc.results.info/event/980/
VailWC,10/06/2016 – 11/06/2016,https://ifsc.results.info/event/943/
EYC_Graz_16,18/06/2016 – 19/06/2016,https://ifsc.results.info/event/969/
Camp_Paraclimbing_16,25/06/2016,https://ifsc.results.info/event/963/
EYC_Warsaw_16,02/07/2016 – 03/07/2016,https://ifsc.results.info/event/954/
Oceania Championship,17/06/2016 – 19/06/2016,https://ifsc.results.info/event/964/
Petzen,08/07/2016 – 10/07/2016,https://ifsc.results.info/event/970/
ChamonixWC,11/07/2016 – 12/07/2016,https://ifsc.results.info/event/944/
VillarsWC,15/07/2016 – 16/07/2016,https://ifsc.results.info/event/945/
Imst_Paraclimbing_16,16/07/2016 – 17/07/2016,https://ifsc.results.info/event/955/
UCH16,21/07/2016 – 24/07/2016,https://ifsc.results.info/event/972/
BriançonWC,22/07/2016 – 23/07/2016,https://ifsc.results.info/event/946/
EYC_Argentiere_16,26/07/2016 – 27/07/2016,https://ifsc.results.info/event/965/
TAB 2016,28/07/2016 – 30/07/2016,https://ifsc.results.info/event/981/
ACH Duyun,03/08/2016 – 06/08/2016,https://ifsc.results.info/event/958/
EYCH_Langenfeld_16,04/08/2016 – 06/08/2016,https://ifsc.results.info/event/966/
MunichWC,12/08/2016 – 13/08/2016,https://ifsc.results.info/event/947/
ImstWC,19/08/2016 – 20/08/2016,https://ifsc.results.info/event/948/
Arco Rockmaster,28/08/2016,https://ifsc.results.info/event/949/
ArcoWC,26/08/2016 – 27/08/2016,https://ifsc.results.info/event/982/
Arco_RJ_2016,02/09/2016 – 04/09/2016,https://ifsc.results.info/event/967/
EYCH_Mitterdorf_16,02/09/2016 – 04/09/2016,https://ifsc.results.info/event/983/
EYC_AUT_S_16,10/09/2016,https://ifsc.results.info/event/968/
WCH Paris (FRA),14/09/2016 – 18/09/2016,https://ifsc.results.info/event/950/
Paraclimbing_WCH_16,14/09/2016 – 18/09/2016,https://ifsc.results.info/event/956/
Adidas Rockstars 16,23/09/2016 – 24/09/2016,https://ifsc.results.info/event/984/
Asian_Youth_Chp_16,26/09/2016 – 30/09/2016,https://ifsc.results.info/event/957/
Oloron 2016,01/10/2016 – 02/10/2016,https://ifsc.results.info/event/959/
She_Paraclimbing_16,24/09/2016 – 25/09/2016,https://ifsc.results.info/event/971/
UCH16,12/10/2016 – 16/10/2016,https://ifsc.results.info/event/973/
Wujiang,18/10/2016 – 19/10/2016,https://ifsc.results.info/event/951/
WYCH Guangzhou,07/11/2016 – 13/11/2016,https://ifsc.results.info/event/1163/
Gravical2017,12/01/2017 – 15/01/2017,https://ifsc.results.info/event/953/
HKG 2017,07/01/2017 – 08/01/2017,https://ifsc.results.info/event/952/
KranjWC,26/11/2016 – 27/11/2016,https://ifsc.results.info/event/1030/
XiamenWC,22/10/2016 – 23/10/2016,https://ifsc.results.info/event/1031/
CISM2017,22/02/2017 – 27/02/2017,https://ifsc.results.info/event/1027/
Promo Sheffield,18/03/2017 – 19/03/2017,https://ifsc.results.info/event/1032/
Studio Bloc Masters,25/03/2017 – 26/03/2017,https://ifsc.results.info/event/1033/
MeiringenWC,07/04/2017 – 08/04/2017,https://ifsc.results.info/event/985/
NanjingWC,29/04/2017 – 30/04/2017,https://ifsc.results.info/event/986/
ChongqingWC,22/04/2017 – 23/04/2017,https://ifsc.results.info/event/987/
EYC_Graz_17,29/04/2017 – 30/04/2017,https://ifsc.results.info/event/1010/
TokyoWC,06/05/2017 – 07/05/2017,https://ifsc.results.info/event/988/
EYC_POL_17,12/05/2017 – 13/05/2017,https://ifsc.results.info/event/1034/
TheRock,20/05/2017,https://ifsc.results.info/event/1011/
Montpellier2017,24/05/2017 – 28/05/2017,https://ifsc.results.info/event/1035/
Melloblocco,11/05/2017 – 14/05/2017,https://ifsc.results.info/event/1012/
EYC_POR_17,20/05/2017 – 21/05/2017,https://ifsc.results.info/event/1036/
VailWC,09/06/2017 – 10/06/2017,https://ifsc.results.info/event/1013/
EYC_AUT_L_17,27/05/2017 – 28/05/2017,https://ifsc.results.info/event/989/
EYC_AUT_L_17,10/06/2017 – 11/06/2017,https://ifsc.results.info/event/1014/
SportsForAll2017,15/06/2017 – 18/06/2017,https://ifsc.results.info/event/1037/
EYC_ITA_17,17/06/2017,https://ifsc.results.info/event/1015/
MumbaiWC,24/06/2017 – 25/06/2017,https://ifsc.results.info/event/990/
Millau,29/06/2017 – 02/07/2017,https://ifsc.results.info/event/1016/
EYC_AUT_L_17,24/06/2017 – 25/06/2017,https://ifsc.results.info/event/1038/
CAMPECH17,30/06/2017 – 01/07/2017,https://ifsc.results.info/event/1008/
Asian_Youth_Chp_17,05/07/2017 – 09/07/2017,https://ifsc.results.info/event/1007/
Petzen,07/07/2017 – 09/07/2017,https://ifsc.results.info/event/991/
VillarsWC,07/07/2017 – 08/07/2017,https://ifsc.results.info/event/1039/
Ims_Paraclimbing_17,08/07/2017 – 09/07/2017,https://ifsc.results.info/event/1000/
ChamonixWC,12/07/2017 – 13/07/2017,https://ifsc.results.info/event/1164/
EYC_Argentiere_17,18/07/2017 – 19/07/2017,https://ifsc.results.info/event/1017/
Bri_Paraclimbing_17,26/07/2017,https://ifsc.results.info/event/1028/
WG_2017,21/07/2017 – 23/07/2017,https://ifsc.results.info/event/1001/
BriançonWC,28/07/2017 – 29/07/2017,https://ifsc.results.info/event/1165/
Sofia,05/08/2017 – 06/08/2017,https://ifsc.results.info/event/1018/
EYC_AUT_L_17,12/08/2017 – 13/08/2017,https://ifsc.results.info/event/1019/
MunichECH,18/08/2017 – 19/08/2017,https://ifsc.results.info/event/1009/
MunichWC,18/08/2017 – 19/08/2017,https://ifsc.results.info/event/992/
ArcoWC,25/08/2017 – 26/08/2017,https://ifsc.results.info/event/1040/
Arco Rockmaster,26/08/2017,https://ifsc.results.info/event/993/
Arco_RJ_2016,24/08/2017 – 27/08/2017,https://ifsc.results.info/event/1041/
EYC_AUT_S_17,27/08/2017,https://ifsc.results.info/event/1020/
Bangalore2017,01/09/2017 – 02/09/2017,https://ifsc.results.info/event/998/
WYCH Innsbruck,30/08/2017 – 10/09/2017,https://ifsc.results.info/event/1042/
YWCH Combined,08/09/2017 – 09/09/2017,https://ifsc.results.info/event/999/
EYCH_Slany_17,15/09/2017 – 16/09/2017,https://ifsc.results.info/event/1021/
Adidas Rockstars 17,15/09/2017 – 16/09/2017,https://ifsc.results.info/event/1043/
ACH Tehran,18/09/2017 – 21/09/2017,https://ifsc.results.info/event/1004/
Edi_Paraclimbing_17,23/09/2017 – 24/09/2017,https://ifsc.results.info/event/1002/
EdinburghWC,23/09/2017 – 24/09/2017,https://ifsc.results.info/event/994/
EYCH_Perm_17,28/09/2017 – 01/10/2017,https://ifsc.results.info/event/1022/
Oloron 2017,30/09/2017 – 01/10/2017,https://ifsc.results.info/event/1044/
Wujiang,07/10/2017 – 08/10/2017,https://ifsc.results.info/event/995/
She_Paraclimbing_17,07/10/2017 – 08/10/2017,https://ifsc.results.info/event/1003/
Oceania Championship,12/10/2017 – 15/10/2017,https://ifsc.results.info/event/1026/
XiamenWC,14/10/2017 – 15/10/2017,https://ifsc.results.info/event/996/
Asia_Cup_17,27/10/2017 – 29/10/2017,https://ifsc.results.info/event/1005/
PAC Montreal Comb,29/10/2017 – 30/10/2017,https://ifsc.results.info/event/1025/
PAC Montreal,30/10/2017 – 05/11/2017,https://ifsc.results.info/event/1024/
KranjWC,11/11/2017 – 12/11/2017,https://ifsc.results.info/event/997/
China_Open_17,17/11/2017,https://ifsc.results.info/event/1045/
China_Open_17,18/11/2017 – 19/11/2017,https://ifsc.results.info/event/1046/
EYCH_St.Etienne_2017,25/11/2017 – 26/11/2017,https://ifsc.results.info/event/1023/
YOG17,07/12/2017 – 08/12/2017,https://ifsc.results.info/event/1029/
Gravical2017,11/01/2018 – 14/01/2018,https://ifsc.results.info/event/1006/
ACH Singapore,16/12/2017 – 17/12/2017,https://ifsc.results.info/event/1090/
Promo Sheffield,10/03/2018 – 11/03/2018,https://ifsc.results.info/event/1091/
Asia_Cup_18,10/03/2018 – 11/03/2018,https://ifsc.results.info/event/1067/
Studio Bloc Masters,17/03/2018 – 18/03/2018,https://ifsc.results.info/event/1092/
FISE Hiroshima 2018,06/04/2018 – 08/04/2018,https://ifsc.results.info/event/1093/
Promo Delft,31/03/2018 – 01/04/2018,https://ifsc.results.info/event/1094/
EYC_FRA_18,07/04/2018 – 08/04/2018,https://ifsc.results.info/event/1073/
MeiringenWC,13/04/2018 – 14/04/2018,https://ifsc.results.info/event/1047/
MoscowWC,21/04/2018 – 22/04/2018,https://ifsc.results.info/event/1048/
Speed Stars 2018,28/04/2018 – 29/04/2018,https://ifsc.results.info/event/1095/
EYC_POR_18,05/05/2018 – 06/05/2018,https://ifsc.results.info/event/1074/
EYC_Graz_18,28/04/2018 – 29/04/2018,https://ifsc.results.info/event/1049/
ChongqingWC,05/05/2018 – 06/05/2018,https://ifsc.results.info/event/1075/
TaianWC,12/05/2018 – 13/05/2018,https://ifsc.results.info/event/1050/
Rock Ljubj Masters,19/05/2018 – 20/05/2018,https://ifsc.results.info/event/1076/
EYC_ITA_18,12/05/2018 – 13/05/2018,https://ifsc.results.info/event/1097/
SportForAll2018,19/05/2018 – 20/05/2018,https://ifsc.results.info/event/1096/
EYCH_AUT_18,25/05/2018 – 27/05/2018,https://ifsc.results.info/event/1077/
YCCF_18,02/06/2018 – 03/06/2018,https://ifsc.results.info/event/1098/
TokyoWC,02/06/2018 – 03/06/2018,https://ifsc.results.info/event/1051/
Promo Ningbo 2018,26/05/2018 – 27/05/2018,https://ifsc.results.info/event/1099/
UCH18,20/06/2018 – 23/06/2018,https://ifsc.results.info/event/1078/
Asia_Cup_18,15/06/2018 – 17/06/2018,https://ifsc.results.info/event/1052/
VailWC,08/06/2018 – 09/06/2018,https://ifsc.results.info/event/1068/
EYC_NED_18,02/06/2018 – 03/06/2018,https://ifsc.results.info/event/1079/
EYC_ITA_18,16/06/2018 – 17/06/2018,https://ifsc.results.info/event/1088/
Petzen,06/07/2018 – 08/07/2018,https://ifsc.results.info/event/1080/
EYC_L_SUI,30/06/2018 – 01/07/2018,https://ifsc.results.info/event/1081/
EYC_ITA_18,22/06/2018 – 24/06/2018,https://ifsc.results.info/event/1100/
Ims_Paraclimbing_18,07/07/2018 – 08/07/2018,https://ifsc.results.info/event/1053/
VillarsWC,06/07/2018 – 07/07/2018,https://ifsc.results.info/event/1065/
Promo Ningbo 2018,14/07/2018 – 15/07/2018,https://ifsc.results.info/event/1082/
EYC_L_MUN,07/07/2018 – 08/07/2018,https://ifsc.results.info/event/1054/
BriançonWC,20/07/2018 – 21/07/2018,https://ifsc.results.info/event/1101/
ChamonixWC,11/07/2018 – 13/07/2018,https://ifsc.results.info/event/1066/
Bri_Paraclimbing_18,18/07/2018,https://ifsc.results.info/event/1055/
TAB 2014,25/07/2018 – 28/07/2018,https://ifsc.results.info/event/1083/
Sofia,21/07/2018 – 22/07/2018,https://ifsc.results.info/event/1102/
MunichWC,17/08/2018 – 18/08/2018,https://ifsc.results.info/event/1056/
ArcoWC,27/07/2018 – 28/07/2018,https://ifsc.results.info/event/1063/
WYCH Central Saanich,09/08/2018 – 16/08/2018,https://ifsc.results.info/event/1057/
AG_2018,22/08/2018 – 28/08/2018,https://ifsc.results.info/event/1086/
Promo Arnhem 2018,08/09/2018 – 09/09/2018,https://ifsc.results.info/event/1084/
WCH Innsbruck,06/09/2018 – 16/09/2018,https://ifsc.results.info/event/1061/
EYCH_Brussels_18,31/08/2018 – 02/09/2018,https://ifsc.results.info/event/1103/
Paraclimbing_WCH_18,10/09/2018 – 16/09/2018,https://ifsc.results.info/event/1064/
WCH Combined,15/09/2018 – 16/09/2018,https://ifsc.results.info/event/1062/
Adidas Rockstars 18,21/09/2018 – 22/09/2018,https://ifsc.results.info/event/1104/
Promo Ningbo 2018,21/09/2018 – 22/09/2018,https://ifsc.results.info/event/1105/
KranjWC,29/09/2018 – 30/09/2018,https://ifsc.results.info/event/1058/
Buenos Aires (ARG),01/10/2018 – 27/10/2018,https://ifsc.results.info/event/1257/
Adidas Rockstars 18,06/10/2018 – 07/10/2018,https://ifsc.results.info/event/1106/
Promo Ningbo 2018,09/10/2018 – 10/10/2018,https://ifsc.results.info/event/1107/
Promo Ningbo 2018,13/10/2018 – 14/10/2018,https://ifsc.results.info/event/1108/
Wujiang,20/10/2018 – 21/10/2018,https://ifsc.results.info/event/1059/
XiamenWC,27/10/2018 – 28/10/2018,https://ifsc.results.info/event/1060/
ACH Kurayoshi,07/11/2018 – 11/11/2018,https://ifsc.results.info/event/1072/
Asian_Youth_Chp_18,01/11/2018 – 04/11/2018,https://ifsc.results.info/event/1069/
China_Open_18,16/11/2018 – 18/11/2018,https://ifsc.results.info/event/1070/
ACH Kurayoshi comb,11/11/2018,https://ifsc.results.info/event/1109/
PAC Guayaquil,21/11/2018 – 26/11/2018,https://ifsc.results.info/event/1110/
Promo Ningbo 2018,24/11/2018 – 25/11/2018,https://ifsc.results.info/event/1085/
ACH_K_Bangkok,07/12/2018 – 09/12/2018,https://ifsc.results.info/event/1111/
China_Open_Q,15/11/2018 – 17/11/2018,https://ifsc.results.info/event/1089/
CISM2018,27/11/2018 – 03/12/2018,https://ifsc.results.info/event/1071/
Studio Bloc Masters,23/03/2019 – 24/03/2019,https://ifsc.results.info/event/1153/
FISE Hiroshima 2019,19/04/2019 – 21/04/2019,https://ifsc.results.info/event/1154/
Promo Delft,30/03/2019 – 31/03/2019,https://ifsc.results.info/event/1112/
MoscowWC,12/04/2019 – 14/04/2019,https://ifsc.results.info/event/1113/
MeiringenWC,05/04/2019 – 06/04/2019,https://ifsc.results.info/event/1155/
ChongqingWC,26/04/2019 – 28/04/2019,https://ifsc.results.info/event/1114/
Soure,27/04/2019 – 28/04/2019,https://ifsc.results.info/event/1137/
Inns19,02/05/2019 – 04/05/2019,https://ifsc.results.info/event/1134/
WujiangWC,03/05/2019 – 05/05/2019,https://ifsc.results.info/event/1115/
Graz,11/05/2019 – 12/05/2019,https://ifsc.results.info/event/1138/
Speed Stars 2019,12/05/2019,https://ifsc.results.info/event/1156/
ISF19,18/05/2019 – 24/05/2019,https://ifsc.results.info/event/1116/
MunichWC,18/05/2019 – 19/05/2019,https://ifsc.results.info/event/1150/
Mazzolombardo,18/05/2019,https://ifsc.results.info/event/1139/
Rock Ljubj Masters,24/05/2019 – 25/05/2019,https://ifsc.results.info/event/1157/
Sofia,25/05/2019 – 26/05/2019,https://ifsc.results.info/event/1140/
YCCF_19,01/06/2019 – 02/06/2019,https://ifsc.results.info/event/1158/
VailWC,07/06/2019 – 08/06/2019,https://ifsc.results.info/event/1117/
Ims_Paraclimbing_19,29/06/2019 – 30/06/2019,https://ifsc.results.info/event/1141/
Ostermundigen,22/06/2019 – 23/06/2019,https://ifsc.results.info/event/1127/
St. Pierre Faucigny,29/06/2019 – 30/06/2019,https://ifsc.results.info/event/1142/
Petzen19,05/07/2019 – 07/07/2019,https://ifsc.results.info/event/1118/
ChamonixWC,11/07/2019 – 13/07/2019,https://ifsc.results.info/event/1159/
VillarsWC,04/07/2019 – 06/07/2019,https://ifsc.results.info/event/1119/
Promo Arnhem 2019,13/07/2019 – 14/07/2019,https://ifsc.results.info/event/1160/
EUC19,17/07/2019 – 20/07/2019,https://ifsc.results.info/event/1128/
Paraclimbing_WCH_1,16/07/2019 – 17/07/2019,https://ifsc.results.info/event/1151/
Tarnow,19/07/2019 – 20/07/2019,https://ifsc.results.info/event/1143/
BriançonWC,19/07/2019 – 20/07/2019,https://ifsc.results.info/event/1120/
Imst,02/08/2019 – 04/08/2019,https://ifsc.results.info/event/1144/
PolandECH,05/09/2019 – 07/09/2019,https://ifsc.results.info/event/1121/
WCH Hachioji,11/08/2019 – 21/08/2019,https://ifsc.results.info/event/1130/
WCH Combined,18/08/2019 – 21/08/2019,https://ifsc.results.info/event/1122/
ACH_K_Bangkok,16/08/2019 – 18/08/2019,https://ifsc.results.info/event/1126/
YWCH Arco,22/08/2019 – 31/08/2019,https://ifsc.results.info/event/1135/
Adidas Rockstars 19,13/09/2019 – 14/09/2019,https://ifsc.results.info/event/1161/
BG19,13/10/2019 – 14/10/2019,https://ifsc.results.info/event/1145/
EYCH_Brixen_19,20/09/2019 – 22/09/2019,https://ifsc.results.info/event/1123/
KranjWC,28/09/2019 – 29/09/2019,https://ifsc.results.info/event/1136/
EdinCH19,04/10/2019 – 06/10/2019,https://ifsc.results.info/event/1149/
InzaiWC,26/10/2019 – 27/10/2019,https://ifsc.results.info/event/1146/
China_Open_19,31/10/2019 – 03/11/2019,https://ifsc.results.info/event/1124/
XiamenWC,18/10/2019 – 20/10/2019,https://ifsc.results.info/event/1125/
ACH Palembang,06/11/2019 – 10/11/2019,https://ifsc.results.info/event/1162/
EYCH_Voronezh_19,18/10/2019 – 20/10/2019,https://ifsc.results.info/event/1131/
WCH Combined,28/11/2019 – 01/12/2019,https://ifsc.results.info/event/1129/
Sit_Paraclimbing_19,09/11/2019,https://ifsc.results.info/event/1132/
Asian_Youth_Chp_18,14/11/2019 – 17/11/2019,https://ifsc.results.info/event/1152/
PAC Ibarra,07/12/2019 – 12/12/2019,https://ifsc.results.info/event/1147/
PAC Ibarra,03/12/2019 – 08/12/2019,https://ifsc.results.info/event/1148/
Los Angeles (USA),24/02/2020 – 01/03/2020,https://ifsc.results.info/event/1133/
Asian_Youth_Chp_19,12/12/2019 – 15/12/2019,https://ifsc.results.info/event/70/
Los Angeles (USA),25/02/2020 – 26/02/2020,https://ifsc.results.info/event/1171/
