Year,Event Title,Href,Location,Date
2005,UIAA Asian Championship - Iran 2005,https://ifsc.results.info/event/405/,Iran,22/09/2005 – 23/09/2005
2005,Asian Youth Championships,https://ifsc.results.info/event/406/,Kranj,25/11/2005 – 26/11/2005
2005,European Youth Cup - Brno (CZE) 2005,https://ifsc.results.info/event/407/,EYC Brno,15/04/2005 – 16/04/2005
2005,European Youth Cup - Imst (AUT) 2005,https://ifsc.results.info/event/408/,Imst,20/05/2005 – 21/05/2005
2005,European Youth Cup - Geneva (SUI) 2005,https://ifsc.results.info/event/409/,Penne,04/11/2005 – 05/11/2005
2005,European Youth Cup - Penne (ITA) 2005,https://ifsc.results.info/event/410/,Kranj (L),18/11/2005 – 19/11/2005
2005,European Youth Cup - Kranj (SLO) 2005,https://ifsc.results.info/event/411/,AYC,03/12/2005 – 04/12/2005
2005,International World Games (L+S) - Duisburg (GER) 2005,https://ifsc.results.info/event/412/,Duisburg,22/07/2005 – 23/07/2005
2005,Int. Event - Open Youth Marseille (FRA) 2005,https://ifsc.results.info/event/413/,Veliko Tarnovo (L+S),23/04/2005 – 25/04/2005
2005,Int. Event (B) Mello Blocco - Val Masino (ITA) 2005,https://ifsc.results.info/event/414/,Val Masino,06/05/2005 – 07/05/2005
2005,Spiderkids - Youth Color Climbing Festival Imst (AUT) 2005,https://ifsc.results.info/event/415/,Imst YCCF,03/06/2005 – 04/06/2005
2005,Int. Event (L+B+S) Rock Junior - Arco (ITA) 2005,https://ifsc.results.info/event/416/,Fiera (B),16/06/2005 – 17/06/2005
2005,Int. Youth Event - Citta di Ravenna (ITA) 2005,https://ifsc.results.info/event/417/,Citta di Ravenna,24/06/2005 – 26/06/2005
2005,Int. Event - EYOF Climbing Demonstration Ligano (ITA),https://ifsc.results.info/event/418/,Ligano,07/07/2005
2005,Int. Youth Event - Petzen Trophy Kärnten 2005,https://ifsc.results.info/event/419/,Kärnten,08/07/2005 – 10/07/2005
2005,Int. Youth Event - EYOF - Lignano (ITA) 2005,https://ifsc.results.info/event/420/,Lignano Youth,08/07/2005 – 09/07/2005
2005,Int. Event (L) - Serre Chevalier (FRA) 2005,https://ifsc.results.info/event/421/,Daone (S),29/07/2005 – 30/07/2005
2005,Int. Event (B) - L'Argentiere (FRA) 2005,https://ifsc.results.info/event/422/,L'Argentiere,05/08/2005
2005,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2005,https://ifsc.results.info/event/423/,Bejing,24/08/2005 – 25/08/2005
2005,Int. Event (L) - Lisbon (POR) 2005,https://ifsc.results.info/event/424/,Lisbon,30/09/2005 – 01/10/2005
2006,UIAA Climbing Worldcup (B) - Birmingham (GBR) 2006,https://ifsc.results.info/event/425/,Birmingham (B),17/03/2006 – 19/03/2006
2006,UIAA Climbing Worldcup (B+S) - Veliko Tarnovo (BUL) 2006,https://ifsc.results.info/event/426/,Veliko Tarnovo (B+S),21/04/2006 – 22/04/2006
2006,UIAA Climbing Worldcup (L) - Puurs (BEL) 2006,https://ifsc.results.info/event/427/,Puurs (L),28/04/2006 – 29/04/2006
2006,UIAA Climbing Worldcup (B) - Rovereto (ITA) 2006,https://ifsc.results.info/event/428/,Rovereto (B),12/05/2006 – 14/05/2006
2006,UIAA Climbing Worldcup (L+S) - Dresden (GER) 2006,https://ifsc.results.info/event/429/,Dresden (L+S),19/05/2006 – 20/05/2006
2006,UIAA Climbing Worldcup (B) - Grindelwald (SUI) 2006,https://ifsc.results.info/event/430/,Arco Rock Junior,17/06/2006 – 18/06/2006
2006,UIAA Climbing Worldcup (B) - Fiera di Primiero (ITA) 2006,https://ifsc.results.info/event/431/,EYC Imst,27/05/2006 – 28/05/2006
2006,UIAA Climbing Worldcup (B) - Hall (AUT) 2006,https://ifsc.results.info/event/432/,Hall (B),22/06/2006 – 23/06/2006
2006,UIAA Climbing Worldcup (L+S) - Chamonix (FRA) 2006,https://ifsc.results.info/event/433/,Chamonix (L+S),12/07/2006 – 13/07/2006
2006,UIAA Climbing Worldcup (L) - Qinghai Province (CHN) 2006,https://ifsc.results.info/event/434/,Qinghai (L),29/07/2006 – 30/07/2006
2006,UIAA Climbing Worldcup (S) - Val Daone (ITA) 2006,https://ifsc.results.info/event/435/,Singapore (L+S),05/08/2006 – 06/08/2006
2006,UIAA Climbing Worldcup (L+S) - Singapore (SIN) 2006,https://ifsc.results.info/event/436/,Daone (S),29/07/2006 – 30/07/2006
2006,UIAA Climbing Worldcup (L+S) - Kuala Lumpur (MAS) 2006,https://ifsc.results.info/event/437/,Kuala Lumpur (L+S),12/08/2006 – 13/08/2006
2006,UIAA Climbing Worldcup (L) - Marbella (ESP) 2006,https://ifsc.results.info/event/438/,Arco,02/09/2006 – 03/09/2006
2006,UIAA Climbing Worldcup (L+S) - Shanghai (CHN) 2006,https://ifsc.results.info/event/439/,Shanghai (L+S),02/10/2006 – 03/10/2006
2006,UIAA Climbing Worldcup (B+S) - Moscow (RUS) 2006,https://ifsc.results.info/event/440/,Moscow (B+S),02/11/2006 – 04/11/2006
2006,UIAA Climbing Worldcup (L) - Penne (ITA) 2006,https://ifsc.results.info/event/441/,Kranj (L),18/11/2006 – 19/11/2006
2006,UIAA Worldcup (L) - Kranj (SLO) 2006,https://ifsc.results.info/event/442/,Penne (L),11/11/2006 – 12/11/2006
2006,UIAA World Youth Championship - Imst (AUT) 2006,https://ifsc.results.info/event/443/,Imst,24/08/2006 – 27/08/2006
2006,UIAA Asian Championships - Kaoshiung (TPE) 2006,https://ifsc.results.info/event/444/,Kaoshiung,26/10/2006 – 29/10/2006
2006,UIAA European Championship - Ekatarinburg (RUS) 2006,https://ifsc.results.info/event/445/,Citta di Ravenna,23/06/2006 – 25/06/2006
2006,European Youth Cup - Imst (AUT) 2006 after disqualification,https://ifsc.results.info/event/446/,YCCF Imst,02/06/2006 – 03/06/2006
2006,European Youth Cup - Gdansk (POL) 2006,https://ifsc.results.info/event/447/,EYC Gdansk,22/07/2006 – 23/07/2006
2006,European Youth Cup - Velika Tarnovo (BUL) 2006,https://ifsc.results.info/event/448/,EYC Velika Tarnovo,07/10/2006 – 08/10/2006
2006,European Youth Cup - Annecy (FRA) 2006,https://ifsc.results.info/event/449/,EYC Annecy,28/10/2006 – 29/10/2006
2006,European Youth Cup - Kranj (SLO) 2006,https://ifsc.results.info/event/450/,Erlangen,30/03/2007 – 31/03/2007
2006,Central South America Championship - San Juan de los Morros (VEN),https://ifsc.results.info/event/451/,Cent.South Am.Champ.,19/05/2006 – 21/05/2006
2006,North American Championships (L+S) - Denver Colorado (USA) 2006,https://ifsc.results.info/event/452/,American Champ.,24/11/2006 – 25/11/2006
2006,Int. Event - Open Youth Marseille (FRA) 2006,https://ifsc.results.info/event/453/,Marseille,22/04/2006 – 23/04/2006
2006,Promotional Event - Melloblocco (ITA) 2006,https://ifsc.results.info/event/454/,Melloblocco,06/05/2006 – 07/05/2006
2006,Youth Color Climbing Festival Imst (AUT) 2006,https://ifsc.results.info/event/455/,Fiera di Primiero(B),16/06/2006 – 17/06/2006
2006,Int. Event (L+B+S) Rock Junior - Arco (ITA) 2006,https://ifsc.results.info/event/456/,Grindelwald (B),09/06/2006 – 10/06/2006
2006,Int. Youth Event - Citta di Ravenna (ITA) 2006,https://ifsc.results.info/event/457/,Ekatarinburg,29/06/2006 – 03/07/2006
2006,Spiderkids - Kärnten (AUT) 2006,https://ifsc.results.info/event/458/,Spiderkids Kärnten,07/07/2006 – 08/07/2006
2006,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2006,https://ifsc.results.info/event/459/,Kärnten,07/07/2006 – 09/07/2006
2006,Int. Event (L) - Serre Chevalier (FRA) 2006,https://ifsc.results.info/event/460/,Serre Chevalier,21/07/2006 – 22/07/2006
2006,Promotional Event (L+S) - Friedrichshafen 2006,https://ifsc.results.info/event/461/,L'Argentiere,28/07/2006
2006,International Event (B) - L'Argentiere la Bessee (FRA) 2006,https://ifsc.results.info/event/462/,Friedrichshafen,24/07/2006 – 26/07/2006
2006,Int. Event - Aggtelek Cup (HUN ) 2006,https://ifsc.results.info/event/463/,Aggtelek,18/08/2006 – 20/08/2006
2006,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2006,https://ifsc.results.info/event/464/,Marbella (L),16/09/2006 – 17/09/2006
2006,International Event (B) - La Colmiane (FRA) 2006,https://ifsc.results.info/event/465/,La Colmiane,16/09/2006 – 17/09/2006
2006,International Event (L) - Dima-Bilbao (ESP) 2006,https://ifsc.results.info/event/466/,Dima-Bilbao,11/10/2006 – 14/10/2006
2006,Int. Youth Event - 2. BELGRADE OPEN TROFEY,https://ifsc.results.info/event/467/,Belgrad,28/10/2006 – 29/10/2006
2007,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,https://ifsc.results.info/event/468/,Birmingham,16/03/2007 – 18/03/2007
2007,IFSC Climbing Worldcup (S) - Tarnow (POL) 2007,https://ifsc.results.info/event/469/,EXC Kranj,25/11/2006 – 26/11/2006
2007,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,https://ifsc.results.info/event/470/,Hall,27/04/2007 – 28/04/2007
2007,IFSC Climbing Worldcup (B) - Hall (AUT) 2007,https://ifsc.results.info/event/471/,Trento,01/05/2007
2007,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,https://ifsc.results.info/event/472/,La Reunion,04/05/2007 – 05/05/2007
2007,IFSC Climbing Worldcup (B) - La Reunion (FRA) 2007,https://ifsc.results.info/event/473/,Sofia,20/04/2007 – 22/04/2007
2007,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,https://ifsc.results.info/event/474/,Melloblocco,05/05/2007 – 06/05/2007
2007,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,https://ifsc.results.info/event/475/,Grindelwald,08/06/2007 – 09/06/2007
2007,IFSC Climbing Worldcup (L) - Zürich (SUI) 2007,https://ifsc.results.info/event/476/,YCF Arco,08/06/2007 – 09/06/2007
2007,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,https://ifsc.results.info/event/477/,Fiera,22/06/2007 – 23/06/2007
2007,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,https://ifsc.results.info/event/478/,Chamonix,11/07/2007 – 13/07/2007
2007,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2007,https://ifsc.results.info/event/479/,L'Argentiere,28/07/2007
2007,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,https://ifsc.results.info/event/480/,EYS Warsaw,21/07/2007 – 22/07/2007
2007,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,https://ifsc.results.info/event/481/,Puurs,28/09/2007 – 29/09/2007
2007,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,https://ifsc.results.info/event/482/,Arco,08/09/2007 – 09/09/2007
2007,IFSC Climbing Worldcup (L) - Kazo (JPN) 2007,https://ifsc.results.info/event/483/,Macau,29/10/2007 – 03/11/2007
2007,IFSC Climbing Worldcup (L) - Valence (FRA) 2007,https://ifsc.results.info/event/484/,Valence,02/11/2007 – 03/11/2007
2007,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,https://ifsc.results.info/event/485/,Guangzhou,08/11/2007 – 11/11/2007
2007,IFSC Climbing Worldcup (L) - Kranj (SLO) 2007,https://ifsc.results.info/event/486/,Kranj,17/11/2007 – 18/11/2007
2007,IFSC Climbing World Youth Championship - Ibarra (ECU) 2007,https://ifsc.results.info/event/487/,Ibarra,23/08/2007 – 26/08/2007
2007,IFSC Asian Championships - Guangzhou (CHN) 2007,https://ifsc.results.info/event/488/,Brno,09/11/2007 – 10/11/2007
2007,IFSC European Boulder Championship - Birmingham (GBR) 2007,https://ifsc.results.info/event/489/,Tarnow,13/04/2007 – 14/04/2007
2007,European Youth Series - Imst (AUT) 2007,https://ifsc.results.info/event/490/,EYS Imst,19/05/2007 – 20/05/2007
2007,European Youth Series - Veliko Tarnovo (BUL) 2007,https://ifsc.results.info/event/491/,EYS Velika,30/06/2007 – 01/07/2007
2007,European Youth Series - Leipzig (GER) 2007,https://ifsc.results.info/event/492/,EYS Leipzig,07/07/2007 – 08/07/2007
2007,European Youth Series - Warsaw (POL) 2007,https://ifsc.results.info/event/493/,Val Daone,21/07/2007 – 22/07/2007
2007,European Youth Series - Linz (AUT) 2007,https://ifsc.results.info/event/494/,Kazo,13/10/2007 – 14/10/2007
2007,European Youth Series - Kranj (SLO) 2007,https://ifsc.results.info/event/495/,EYS Kranj,24/11/2007 – 25/11/2007
2007,Asian Indoor Games - Macau,https://ifsc.results.info/event/496/,EYS Linz,27/10/2007 – 28/10/2007
2007,Youth Event - Marseille (FRA) 2007,https://ifsc.results.info/event/497/,Marseille,13/04/2007 – 14/04/2007
2007,Promotional Event - Melloblocco (ITA) 2007,https://ifsc.results.info/event/498/,Imst,11/05/2007 – 12/05/2007
2007,Youth Color Climbing Festival - Imst (AUT) 2007,https://ifsc.results.info/event/499/,YCF Imst,25/05/2007 – 26/05/2007
2007,International Event (B) Ukrainian Verticals - Kiev (UKR),https://ifsc.results.info/event/500/,Kiev,26/05/2007
2007,Youth Event Rock Junior - Arco (ITA) 2007,https://ifsc.results.info/event/501/,Zürich,15/06/2007 – 16/06/2007
2007,Youth Event - Ravenna (ITA) 2007,https://ifsc.results.info/event/502/,YCF Ravenna,22/06/2007 – 24/06/2007
2007,International Event - Swiss Master Outdoor Games - Interlaken (SUI) 2007,https://ifsc.results.info/event/503/,Interlaken,30/06/2007 – 01/07/2007
2007,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2007,https://ifsc.results.info/event/504/,Petzen,06/07/2007 – 08/07/2007
2007,Int. Event (L) - Serre Chevalier (FRA) 2007,https://ifsc.results.info/event/505/,Serre Chevalier,20/07/2007 – 21/07/2007
2007,International Event (B) - L'Argentiere la Bessee (FRA) 2007,https://ifsc.results.info/event/506/,Qinghai,11/08/2007 – 12/08/2007
2007,International Event (B) - La Colmiane (FRA) Masters 2007,https://ifsc.results.info/event/507/,La Colmiane,25/08/2007 – 26/08/2007
2007,Promotional Event - Boulder Cup Novi Sad (SRB) 2007,https://ifsc.results.info/event/508/,NoviSad,01/09/2007 – 02/09/2007
2007,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2007,https://ifsc.results.info/event/509/,Aviles,17/09/2007 – 23/09/2007
2007,Int. Youth Event - 3. BELGRADE OPEN TROPHY (SRB) 2007,https://ifsc.results.info/event/510/,Belgrade,06/10/2007 – 07/10/2007
2007,Promo Event (L+S) Asia Cup - Changsha (CMA),https://ifsc.results.info/event/511/,Asiacup2007,05/11/2007 – 06/11/2007
2008,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,https://ifsc.results.info/event/512/,HALL,18/04/2008 – 19/04/2008
2008,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,https://ifsc.results.info/event/513/,TRENTO,27/04/2008
2008,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,https://ifsc.results.info/event/514/,REUNION,02/05/2008 – 03/05/2008
2008,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,https://ifsc.results.info/event/515/,GRINDELWALD,30/05/2008 – 31/05/2008
2008,IFSC Climbing Worldcup (B) - Vail (USA) 2008,https://ifsc.results.info/event/516/,08_JS_RJ,07/06/2008 – 08/06/2008
2008,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,https://ifsc.results.info/event/517/,08_EY_WU,21/06/2008 – 22/06/2008
2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,https://ifsc.results.info/event/518/,QINGHAI,27/06/2008 – 28/06/2008
2008,IFSC Climbing Worldcup (B) - Montauban (FRA) 2008,https://ifsc.results.info/event/519/,MONTAUBAN,04/07/2008 – 05/07/2008
2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,https://ifsc.results.info/event/520/,08_JS_KA,04/07/2008 – 06/07/2008
2008,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2008,https://ifsc.results.info/event/521/,VAL DAONE,19/07/2008 – 20/07/2008
2008,IFSC Climbing Worldcup (L) - Bern (SUI) 2008,https://ifsc.results.info/event/522/,08_WC_IM,19/09/2008 – 20/09/2008
2008,IFSC Climbing Worldcup (L) - Imst (AUT) 2008,https://ifsc.results.info/event/523/,08_IE_AR,06/09/2008 – 07/09/2008
2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,https://ifsc.results.info/event/524/,08_WC_PU,26/09/2008 – 27/09/2008
2008,IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,https://ifsc.results.info/event/525/,,30/10/2008 – 02/11/2008
2008,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,https://ifsc.results.info/event/526/,08_WC_KR,15/11/2008 – 16/11/2008
2008,IFSC Climbing World Youth Championship - Sydney (AUS) 2008,https://ifsc.results.info/event/527/,Sidney,28/08/2008 – 31/08/2008
2008,IFSC ParaClimbing Cup 2008 - Moscow (RUS),https://ifsc.results.info/event/528/,,31/10/2008 – 01/11/2008
2008,IFSC Asian Championships (B+L+S) - Guangzhou (CHN) 2008,https://ifsc.results.info/event/529/,08_IE_DI,23/05/2008 – 24/05/2008
2008,Asian Youth Championship (L+S) - Yamaguchi (JPN) 2008,https://ifsc.results.info/event/530/,08_WC_MS,31/10/2008 – 02/11/2008
2008,IFSC European Championship - Paris (FRA) 2008,https://ifsc.results.info/event/531/,Paris,15/10/2008 – 18/10/2008
2008,IFSC European Youth Series (L) - Prague (CZE) 2008,https://ifsc.results.info/event/532/,08_JS_PR,17/05/2008 – 18/05/2008
2008,IFSC European Youth Series (L+S) - Wuppertal (GER) 2008,https://ifsc.results.info/event/533/,FIERA DI PRIMIERO,13/06/2008 – 14/06/2008
2008,IFSC European Youth Series (L) - Imst (AUT) 2008,https://ifsc.results.info/event/534/,08EYC_IM,27/09/2008 – 28/09/2008
2008,IFSC European Youth Series (L) - Annecy (FRA) 2008,https://ifsc.results.info/event/535/,08_EY_AN,01/11/2008 – 02/11/2008
2008,IFSC European Youth Series (L) - Kranj (SLO) 2008,https://ifsc.results.info/event/536/,08_EY_KR,22/11/2008 – 23/11/2008
2008,Centre and South American Continental Championship Sport Climbing - Senior,https://ifsc.results.info/event/537/,,08/10/2008 – 12/10/2008
2008,North American Championships - Montreal (CAN) 2008,https://ifsc.results.info/event/538/,,29/11/2008
2008,Oceanian Championship - New Zealand,https://ifsc.results.info/event/539/,,03/10/2008 – 05/10/2008
2008,Regional Event (B) - Kitzbühel (AUT) 2008,https://ifsc.results.info/event/540/,08_PE_KI,04/04/2008 – 05/04/2008
2008,Int. Youth Event - Open Youth Aix-en-Provence (FRA) 2008,https://ifsc.results.info/event/541/,08_JS_MA,19/04/2008 – 20/04/2008
2008,Promo Event Kia X Games Asia (Speed) Shanghai (CHN) 2008,https://ifsc.results.info/event/542/,08_PE_SH,01/05/2008 – 03/05/2008
2008,Promotional Event Melloblocco (ITA) 2008,https://ifsc.results.info/event/543/,08_AC,21/05/2008 – 25/05/2008
2008,Youth Color Climbing Festival - Imst (AUT) 2008,https://ifsc.results.info/event/544/,08_JS_IM,10/05/2008 – 11/05/2008
2008,Int. Event (L+B) DimaRockmaster - Dima (ESP) 2008,https://ifsc.results.info/event/545/,08_PE_ME,08/05/2008 – 11/05/2008
2008,Int. Youth Event - Rock Junior (ITA) 2008,https://ifsc.results.info/event/546/,VAIL,06/06/2008 – 07/06/2008
2008,Promo Event Ambrosia Boulder Contest Zsombo (HUN) 2008,https://ifsc.results.info/event/547/,08_PE_ZS,28/06/2008 – 29/06/2008
2008,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2008,https://ifsc.results.info/event/548/,CHAMONIX,12/07/2008 – 13/07/2008
2008,Int. Event (L) - Serre Chevalier (FRA) 2008,https://ifsc.results.info/event/549/,08_IE_SE,25/07/2008 – 26/07/2008
2008,Promo Event Tout a Bloc l'Argentière la Bessée (FRA) 2008,https://ifsc.results.info/event/550/,,31/07/2008 – 03/08/2008
2008,Promo Event Balkan Climbing Competition,https://ifsc.results.info/event/551/,08_PE_AR,30/07/2008 – 01/08/2008
2008,Promo Event - Asia Youth Cup Bali (Indonesia),https://ifsc.results.info/event/552/,,20/08/2008 – 24/08/2008
2008,Promotional Event BAZ Bouldering at Sea Scheveningen Beach (NED),https://ifsc.results.info/event/553/,08_WC_BE,12/09/2008 – 13/09/2008
2008,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2008,https://ifsc.results.info/event/554/,08_PE_SB,30/08/2008 – 31/08/2008
2008,Intl. Event - TreX Games Busan 2008 Intl. Sport Climbing Competition,https://ifsc.results.info/event/555/,,28/09/2008 – 02/10/2008
2008,International Event (S + L) - Shanghai (CHN) 2008,https://ifsc.results.info/event/556/,,28/10/2008
2008,IFSC Hydromaster CHINA 2008,https://ifsc.results.info/event/557/,08_IE_SH,28/10/2008 – 29/10/2008
2008,Promo Indonesia Open Xtreme - Bandung,https://ifsc.results.info/event/558/,,28/11/2008 – 29/11/2008
2008,Promo Event - Nordic Bouldering Challenge- Lillehammer (NOR) 2008,https://ifsc.results.info/event/559/,,07/03/2009
2009,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,https://ifsc.results.info/event/560/,WC Tarnow,18/04/2009 – 19/04/2009
2009,IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,https://ifsc.results.info/event/561/,WC Kazo,11/04/2009 – 12/04/2009
2009,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,https://ifsc.results.info/event/562/,WC Trento,25/04/2009 – 26/04/2009
2009,IFSC Climbing Worldcup (B) - Hall (AUT) 2009,https://ifsc.results.info/event/563/,WC Hall,01/05/2009 – 02/05/2009
2009,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,https://ifsc.results.info/event/564/,WC Wien,29/05/2009 – 30/05/2009
2009,IFSC Climbing Worldcup (B) - Vail (USA) 2009,https://ifsc.results.info/event/565/,,06/06/2009 – 07/06/2009
2009,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2009,https://ifsc.results.info/event/566/,Quinghai,30/06/2009 – 05/07/2009
2009,IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,https://ifsc.results.info/event/567/,WC Eindhoven,12/06/2009 – 13/06/2009
2009,IFSC Climbing World Championships - Qinghai (CHN) 2009,https://ifsc.results.info/event/568/,,20/06/2009 – 21/06/2009
2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",https://ifsc.results.info/event/569/,,24/07/2009 – 25/07/2009
2009,IFSC Climbing Worldcup (S) - Daone (ITA) 2009,https://ifsc.results.info/event/570/,WC Barcelona,08/08/2009 – 09/08/2009
2009,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,https://ifsc.results.info/event/571/,WC Daone,01/08/2009 – 02/08/2009
2009,IFSC Climbing Worldcup (L) - Imst (AUT) 2009,https://ifsc.results.info/event/572/,,15/08/2009
2009,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,https://ifsc.results.info/event/573/,,03/10/2009 – 04/10/2009
2009,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,https://ifsc.results.info/event/574/,EYS Kaliningrad,16/10/2009 – 18/10/2009
2009,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009,https://ifsc.results.info/event/575/,WC Kranj,14/11/2009 – 15/11/2009
2009,IFSC World Youth Championships - Valence (FRA) 2009,https://ifsc.results.info/event/576/,,28/08/2009 – 29/08/2009
2009,IFSC Paraclimbing Cup - Val Daone (ITA) - 2009,https://ifsc.results.info/event/577/,,01/08/2009 – 02/08/2009
2009,Asia Cup Bouldering,https://ifsc.results.info/event/578/,,17/04/2009 – 18/04/2009
2009,Asia Championship - Chuncheon (KOR) - 2009,https://ifsc.results.info/event/579/,Asia Championship,28/08/2009 – 30/08/2009
2009,Asia Youth Championship - Almaty (KAZ) - 2009,https://ifsc.results.info/event/580/,,24/07/2009 – 26/07/2009
2009,European Youth Series - Imst (AUT) 2009,https://ifsc.results.info/event/581/,,30/05/2009 – 31/05/2009
2009,IFSC European Youth Series (L+S) - Munich (GER),https://ifsc.results.info/event/582/,EYS Edinburgh,19/09/2009 – 20/09/2009
2009,IFSC European Youth Series - Edinburgh (GBR),https://ifsc.results.info/event/583/,EYS Munich,12/09/2009 – 13/09/2009
2009,IFSC European Youth Series (L+S) - Kaliningrad (RUS),https://ifsc.results.info/event/584/,WC Brno,06/11/2009 – 07/11/2009
2009,IFSC European Youth Series - Kranj (SLO) 2009,https://ifsc.results.info/event/585/,EYS Kranj,21/11/2009 – 22/11/2009
2009,"Oceania Championship - Port Maquarie, NSW (AUS) 2009",https://ifsc.results.info/event/586/,WC Puurs,25/09/2009 – 26/09/2009
2009,Asian X Games (S) - Shanghai (CHN) 2009,https://ifsc.results.info/event/587/,,30/04/2009 – 05/05/2009
2009,World Games (L+S) - Kaohsiung (TPE) 2009,https://ifsc.results.info/event/588/,,18/07/2009 – 19/07/2009
2009,Intl. Event (B) - Boulder Promo - Sheffield (GBR) 2009,https://ifsc.results.info/event/589/,08_NC,04/12/2008 – 07/12/2008
2009,Shanghai Rock Master (L + S) - Shanghai (CHN) 2009,https://ifsc.results.info/event/590/,,08/05/2009 – 09/05/2009
2009,Promotional Event - Melloblocco (ITA),https://ifsc.results.info/event/591/,09_03,02/05/2009 – 03/05/2009
2009,Intl. Event (B) - Open Boulder Austria and Germany Cup- Kitzbuhel (AUT) 2009,https://ifsc.results.info/event/592/,,07/05/2009 – 10/05/2009
2009,"Promo Event - Rock Master Ecuador (L, B, S) - Quito (ECU)",https://ifsc.results.info/event/593/,,14/05/2009 – 17/05/2009
2009,Intl. Event - Youth Color Climbing Festival- Imst (AUT) 2009,https://ifsc.results.info/event/594/,EYS Imst,23/05/2009 – 24/05/2009
2009,Intl. Event - Rockjunior - Arco (ITA) 2009,https://ifsc.results.info/event/595/,WC Vail,05/06/2009 – 06/06/2009
2009,Ambrosia Boulder Promo,https://ifsc.results.info/event/596/,,10/07/2009 – 12/07/2009
2009,Intl. Youth Event - Petzen Climbing Trophy - Petzen (AUT) 2009,https://ifsc.results.info/event/597/,Qinghai 15m,30/06/2009 – 05/07/2009
2009,Friedrichshafen Speed Promo - Friedrichshafen (GER) - 2009,https://ifsc.results.info/event/598/,,18/07/2009 – 19/07/2009
2009,Intl. Event (L) - Lead Masters - Serre Chevalier (FRA) 2009,https://ifsc.results.info/event/599/,WC Chamonix,12/07/2009 – 13/07/2009
2009,Promo event - European Youth Speed Cup - Stuttgart (GER) 2009,https://ifsc.results.info/event/600/,,25/07/2009
2009,Promo Event (B) - Boulder Promo - Argentiere (FRA) 2009,https://ifsc.results.info/event/601/,,29/07/2009 – 31/07/2009
2009,Promo Event - Bronx Rock Invitational - Cologne (GER) 2009,https://ifsc.results.info/event/602/,WC Imst,21/08/2009 – 22/08/2009
2009,Promo Event - Innsbruck (AUT) - 2009,https://ifsc.results.info/event/603/,,27/08/2009 – 30/08/2009
2009,Promo Event - BAZ - Scheveningen Beach (NED) - 2009,https://ifsc.results.info/event/604/,,29/08/2009 – 30/08/2009
2009,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2009,https://ifsc.results.info/event/605/,,05/09/2009 – 06/09/2009
2009,"Intl. Event (L) - Lead Masters - Dur&Go Climbing Master, Durango (ESP) 2009",https://ifsc.results.info/event/606/,,11/09/2009 – 12/09/2009
2009,Promo Event - Indonesia Open Xtreme - Makasar (INA) 2009,https://ifsc.results.info/event/607/,,15/10/2009 – 16/10/2009
2010,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,https://ifsc.results.info/event/608/,Kitzbuhel Promo,23/04/2010 – 24/04/2010
